,id,season,gamesPlayedHome,gamesPlayedAway,totalGamesHome,totalWinsHome,homeGamesHome,homeWinsHome,awayGamesHome,awayWinsHome,percentageTotalWinHome,percentageHomeWinHome,percentageAwayWinHome,totalGamesAway,totalWinsAway,homeGamesAway,homeWinsAway,awayGamesAway,awayWinsAway,percentageTotalWinAway,percentageHomeWinAway,percentageAwayWinAway,lastGame1WinHome,lastGame1AtHomeHome,lastGame2WinHome,lastGame2AtHomeHome,lastGame3WinHome,lastGame3AtHomeHome,lastGame4WinHome,lastGame4AtHomeHome,lastGame5WinHome,lastGame5AtHomeHome,lastGame1WinAway,lastGame1AtHomeAway,lastGame2WinAway,lastGame2AtHomeAway,lastGame3WinAway,lastGame3AtHomeAway,lastGame4WinAway,lastGame4AtHomeAway,lastGame5WinAway,lastGame5AtHomeAway,statsHome.seasonTotalPossessions,statsHome.last5TotalPossessions,statsHome.seasonTotalPoints,statsHome.last5TotalPoints,statsHome.seasonOffensiveRating,statsHome.last5OffensiveRating,statsHome.seasonDefensiveRating,statsHome.last5DefensiveRating,statsAway.seasonTotalPossessions,statsAway.last5TotalPossessions,statsAway.seasonTotalPoints,statsAway.last5TotalPoints,statsAway.seasonOffensiveRating,statsAway.last5OffensiveRating,statsAway.seasonDefensiveRating,statsAway.last5DefensiveRating,homeWin,homeBestOdds,awayBestOdds,forecast,winnings
105,42211,2017,40,40,39,12,14,5,25,7,0.308,0.35700000000000004,0.28,40,23,21,14,19,9,0.575,0.667,0.474,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True,False,True,True,3641.0,471.0,4216,538,115.79,114.23,111.34,114.44,3658.0,475.8,4285,540,117.14,113.49,114.24,106.56,True,1.85,2.18,False,-50
106,42212,2017,41,40,39,23,19,17,20,6,0.59,0.895,0.3,37,20,19,12,18,8,0.541,0.632,0.444,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,False,False,True,False,3572.4,466.0,4387,558,122.8,119.74,116.11,118.03,3435.2,468.2,3981,546,115.89,116.62,113.44,117.04,True,1.5,2.96,True,75.0
107,42214,2017,39,39,38,18,20,12,18,6,0.474,0.6,0.33299999999999996,39,15,20,11,19,4,0.385,0.55,0.21100000000000002,True,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,True,True,3632.0,474.0,4226,538,116.35,113.5,110.96,104.85,3483.0,444.6,4041,501,116.02,112.69,112.6,113.14,True,2.21,1.81,True,110.5
108,42215,2017,42,42,42,13,19,9,23,4,0.31,0.474,0.174,41,27,22,13,19,14,0.659,0.591,0.737,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,3896.6,479.8,4497,538,115.41,112.13,112.64,115.05,3743.2,457.2,4154,510,110.97,111.55,110.28,105.21,False,3.88,1.33,False,66.5
109,42217,2017,42,39,41,30,23,17,18,13,0.732,0.7390000000000001,0.722,40,21,20,13,20,8,0.525,0.65,0.4,False,False,False,False,False,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,3905.0,476.6,4657,544,119.26,114.14,118.0,122.32,3624.4,460.2,4089,487,112.82,105.82,110.83,103.87,True,1.05,15.0,True,52.5
110,42218,2017,41,40,42,23,20,13,22,10,0.5479999999999999,0.65,0.455,39,22,17,9,22,13,0.564,0.529,0.591,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,3837.2,475.6,4473,524,116.57,110.18,114.54,109.97,3830.6,490.8,4310,520,112.52,105.95,113.19,108.6,False,1.91,2.05,True,-50
111,42219,2017,41,40,39,19,19,11,20,8,0.48700000000000004,0.579,0.4,41,22,21,12,20,10,0.537,0.5710000000000001,0.5,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,3661.2,475.8,4312,551,117.78,115.8,117.56,124.42,3760.4,459.6,4341,517,115.44,112.49,115.12,117.49,True,1.59,2.55,True,79.5
112,42220,2017,39,43,38,22,19,11,19,11,0.579,0.579,0.579,42,11,20,6,22,5,0.262,0.3,0.22699999999999998,True,False,False,True,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,3561.0,474.0,4186,545,117.55,114.98,116.37,124.05,3824.4,464.4,4443,525,116.18,113.05,113.01,102.5,False,1.19,5.7,True,-50
113,42221,2017,41,41,40,13,15,6,25,7,0.325,0.4,0.28,38,20,19,12,19,8,0.526,0.632,0.42100000000000004,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,3733.6,476.8,4324,536,115.81,112.42,111.29,115.56,3529.2,464.4,4093,538,115.98,115.85,113.09,113.91,True,1.95,2.0,False,-50
114,42222,2017,40,38,41,28,21,16,20,12,0.6829999999999999,0.762,0.6,38,14,20,9,18,5,0.368,0.45,0.278,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,3840.2,453.4,4497,527,117.1,116.23,113.48,118.66,3615.6,452.0,4121,459,113.98,101.55,112.71,109.51,True,1.17,6.0,True,58.5
