YY,DD,MM,Time,Country,League,Season,HomeTeam,AwayTeam,HomeCode,AwayCode,HomeScore,AwayScore,MatchbookHomeOdd,MatchbookAwayOdd,PinnacleHomeOdd,PinnacleAwayOdd,Bet365HomeOdd,Bet365AwayOdd
2016,6,Mar,11:00:00 PM,USA,NBA ,2015/2016,Detroit Pistons,Portland Trail Blazers,DET,POR,123,103,1.91,1.91,1.95,1.95,2,1.83
2016,6,Mar,11:00:00 PM,USA,NBA ,2015/2016,Miami Heat,Philadelphia 76ers,MIA,PHI,103,98,1.05,17.5,1.04,15.91,1.04,13.5
2016,6,Mar,10:00:00 PM,USA,NBA ,2015/2016,Denver Nuggets,Dallas Mavericks,DEN,DAL,116,114,2.18,1.69,2.23,1.74,2.25,1.68
2016,6,Mar,09:00:00 PM,USA,NBA ,2015/2016,Memphis Grizzlies,Phoenix Suns,MEM,PHX,100,109,1.11,6.8,1.13,7.04,1.1,7.25
2016,6,Mar,08:30:00 PM,USA,NBA ,2015/2016,Los Angeles Lakers,Golden State Warriors,LAL,GSW,112,95,22,1,22.73,1.02,17,1.02
2016,6,Mar,08:30:00 PM,USA,NBA ,2015/2016,Milwaukee Bucks,Oklahoma City Thunder,MIL,OKC,96,104,3.48,1.31,3.56,1.34,3.7,1.29
2016,6,Mar,03:30:00 AM,USA,NBA ,2015/2016,Los Angeles Clippers,Atlanta Hawks,LAC,ATL,97,107,1.47,2.74,1.5,2.8,1.44,2.85
2016,6,Mar,01:30:00 AM,USA,NBA ,2015/2016,Chicago Bulls,Houston Rockets,CHI,HOU,108,100,1.95,1.86,2.05,1.86,2.05,1.8
2016,6,Mar,01:30:00 AM,USA,NBA ,2015/2016,San Antonio Spurs,Sacramento Kings,SAS,SAC,104,94,1.06,9.2,1.09,9.28,1.07,9
2016,6,Mar,01:00:00 AM,USA,NBA ,2015/2016,Minnesota Timberwolves,Brooklyn Nets,MIN,BKN,132,118,1.48,2.66,1.52,2.73,1.45,2.8
2016,6,Mar,12:00:00 AM,USA,NBA ,2015/2016,Cleveland Cavaliers,Boston Celtics,CLE,BOS,120,103,1.3,3.6,1.33,3.69,1.32,3.5
2016,6,Mar,12:00:00 AM,USA,NBA ,2015/2016,New Orleans Pelicans,Utah Jazz,NOP,UTA,94,106,1.87,1.94,1.92,1.99,1.83,2
2016,6,Mar,12:00:00 AM,USA,NBA ,2015/2016,New York Knicks,Detroit Pistons,NYK,DET,102,89,2.68,1.48,2.75,1.51,2.75,1.47
2016,6,Mar,12:00:00 AM,USA,NBA ,2015/2016,Washington Wizards,Indiana Pacers,WAS,IND,99,100,1.68,2.2,1.72,2.25,1.68,2.25
2016,5,Mar,03:30:00 AM,USA,NBA ,2015/2016,Los Angeles Lakers,Atlanta Hawks,LAL,ATL,77,106,4.7,1.19,4.93,1.22,4.75,1.2
2016,5,Mar,02:00:00 AM,USA,NBA ,2015/2016,Denver Nuggets,Brooklyn Nets,DEN,BKN,120,121,1.47,2.74,1.48,2.86,1.43,2.9
2016,5,Mar,01:00:00 AM,USA,NBA ,2015/2016,Cleveland Cavaliers,Washington Wizards,CLE,WAS,108,83,1.24,4.15,1.27,4.26,1.25,4.1
2016,5,Mar,01:00:00 AM,USA,NBA ,2015/2016,Memphis Grizzlies,Utah Jazz,MEM,UTA,94,88,1.84,1.97,1.88,2.03,1.8,2.05
2016,5,Mar,01:00:00 AM,USA,NBA ,2015/2016,Milwaukee Bucks,Minnesota Timberwolves,MIL,MIN,116,101,1.52,2.57,1.55,2.63,1.5,2.7
2016,5,Mar,12:30:00 AM,USA,NBA ,2015/2016,Boston Celtics,New York Knicks,BOS,NYK,105,104,1.16,5.3,1.19,5.42,1.18,5.25
2016,5,Mar,12:30:00 AM,USA,NBA ,2015/2016,Toronto Raptors,Portland Trail Blazers,TOR,POR,117,115,1.47,2.74,1.53,2.71,1.47,2.75
2016,5,Mar,12:00:00 AM,USA,NBA ,2015/2016,Charlotte Hornets,Indiana Pacers,CHA,IND,108,101,1.65,2.25,1.7,2.29,1.66,2.3
2016,5,Mar,12:00:00 AM,USA,NBA ,2015/2016,Orlando Magic,Phoenix Suns,ORL,PHX,84,102,1.06,9.8,1.08,10.16,1.06,10
2016,5,Mar,12:00:00 AM,USA,NBA ,2015/2016,Philadelphia 76ers,Miami Heat,PHI,MIA,102,112,5,1.18,5.08,1.21,5,1.19
2016,4,Mar,03:30:00 AM,USA,NBA ,2015/2016,Golden State Warriors,Oklahoma City Thunder,GSW,OKC,121,106,1.26,3.96,1.29,4.05,1.23,4.25
2016,4,Mar,01:30:00 AM,USA,NBA ,2015/2016,Dallas Mavericks,Sacramento Kings,DAL,SAC,101,104,1.31,3.52,1.34,3.6,1.32,3.5
2016,4,Mar,01:00:00 AM,USA,NBA ,2015/2016,New Orleans Pelicans,San Antonio Spurs,NOP,SAS,86,94,4.3,1.22,4.42,1.25,4.25,1.23
2016,4,Mar,12:30:00 AM,USA,NBA ,2015/2016,Miami Heat,Phoenix Suns,MIA,PHX,108,92,1.07,12.5,1.07,11.51,1.06,10.5
2016,3,Mar,03:30:00 AM,USA,NBA ,2015/2016,Los Angeles Clippers,Oklahoma City Thunder,LAC,OKC,103,98,1.86,1.95,1.95,1.95,1.83,2
2016,3,Mar,02:00:00 AM,USA,NBA ,2015/2016,Denver Nuggets,Los Angeles Lakers,DEN,LAL,117,107,1.36,3.18,1.39,3.27,1.37,3.2
2016,3,Mar,01:00:00 AM,USA,NBA ,2015/2016,Houston Rockets,New Orleans Pelicans,HOU,NOP,100,95,1.42,2.88,1.46,2.95,1.43,2.9
2016,3,Mar,02:00:00 AM,USA,NBA ,2015/2016,Memphis Grizzlies,Sacramento Kings,MEM,SAC,104,98,1.43,2.84,1.47,2.91,1.43,2.9
2016,3,Mar,01:00:00 AM,USA,NBA ,2015/2016,Milwaukee Bucks,Indiana Pacers,MIL,IND,99,104,2.08,1.76,2.13,1.8,2.15,1.74
2016,3,Mar,01:00:00 AM,USA,NBA ,2015/2016,Minnesota Timberwolves,Washington Wizards,MIN,WAS,98,104,2.39,1.58,2.45,1.62,2.5,1.58
2016,3,Mar,01:00:00 AM,USA,NBA ,2015/2016,San Antonio Spurs,Detroit Pistons,SAS,DET,97,81,1.13,6.2,1.15,6.37,1.14,6
2016,3,Mar,12:30:00 AM,USA,NBA ,2015/2016,Boston Celtics,Portland Trail Blazers,BOS,POR,116,93,1.48,2.68,1.51,2.75,1.5,2.7
2016,3,Mar,12:30:00 AM,USA,NBA ,2015/2016,Toronto Raptors,Utah Jazz,TOR,UTA,104,94,1.42,2.88,1.46,2.95,1.4,3.1
2016,3,Mar,12:00:00 AM,USA,NBA ,2015/2016,Orlando Magic,Chicago Bulls,ORL,CHI,102,89,1.62,2.31,1.66,2.37,1.58,2.5
2016,3,Mar,12:00:00 AM,USA,NBA ,2015/2016,Philadelphia 76ers,Charlotte Hornets,PHI,CHA,99,119,4.3,1.22,4.42,1.25,4.25,1.23
2016,2,Mar,03:30:00 AM,USA,NBA ,2015/2016,Golden State Warriors,Atlanta Hawks,GSW,ATL,109,105,1.19,4.75,1.24,4.61,1.22,4.5
2016,2,Mar,03:30:00 AM,USA,NBA ,2015/2016,Los Angeles Lakers,Brooklyn Nets,LAL,BKN,107,101,1.77,2.06,1.81,2.11,1.8,2.05
2016,2,Mar,01:30:00 AM,USA,NBA ,2015/2016,Dallas Mavericks,Orlando Magic,DAL,ORL,121,108,1.49,2.65,1.52,2.73,1.47,2.75
2016,2,Mar,12:30:00 AM,USA,NBA ,2015/2016,Miami Heat,Chicago Bulls,MIA,CHI,129,111,1.35,3.22,1.38,3.31,1.36,3.25
2016,2,Mar,12:30:00 AM,USA,NBA ,2015/2016,New York Knicks,Portland Trail Blazers,NYK,POR,85,104,2.74,1.47,2.8,1.5,2.75,1.47
2016,2,Mar,12:00:00 AM,USA,NBA ,2015/2016,Charlotte Hornets,Phoenix Suns,CHA,PHX,126,92,1.06,9.6,1.08,9.87,1.07,9
2016,1,Mar,03:30:00 AM,USA,NBA ,2015/2016,Los Angeles Clippers,Brooklyn Nets,LAC,BKN,105,95,1.09,10.4,1.1,8.67,1.07,9
2016,1,Mar,03:00:00 AM,USA,NBA ,2015/2016,Sacramento Kings,Oklahoma City Thunder,SAC,OKC,116,131,3.72,1.28,3.81,1.31,3.75,1.28
2016,1,Mar,02:00:00 AM,USA,NBA ,2015/2016,Denver Nuggets,Memphis Grizzlies,DEN,MEM,96,103,2.28,1.74,2.29,1.7,2.25,1.68
2016,1,Mar,01:00:00 AM,USA,NBA ,2015/2016,Milwaukee Bucks,Houston Rockets,MIL,HOU,128,121,2.08,1.87,2.06,1.85,2,1.83
2016,1,Mar,12:30:00 AM,USA,NBA ,2015/2016,Boston Celtics,Utah Jazz,BOS,UTA,100,95,1.42,2.92,1.45,2.99,1.37,3.2
2016,1,Mar,01:00:00 AM,USA,NBA ,2015/2016,Cleveland Cavaliers,Indiana Pacers,CLE,IND,100,96,1.24,4.05,1.27,4.18,1.23,4.25
2016,1,Mar,12:00:00 AM,USA,NBA ,2015/2016,Washington Wizards,Philadelphia 76ers,WAS,PHI,116,108,1.06,9,1.09,9.35,1.11,7
2016,29,Feb,12:30:00 AM,USA,NBA ,2015/2016,New York Knicks,Miami Heat,NYK,MIA,81,98,1.95,1.86,1.86,2.05,1.86,1.95
2016,29,Feb,12:00:00 AM,USA,NBA ,2015/2016,Dallas Mavericks,Minnesota Timberwolves,DAL,MIN,128,101,1.33,3.36,1.36,3.44,1.36,3.25
2016,28,Feb,11:00:00 PM,USA,NBA ,2015/2016,Detroit Pistons,Toronto Raptors,DET,TOR,114,101,2.11,1.74,2.11,1.81,2.05,1.8
2016,28,Feb,11:00:00 PM,USA,NBA ,2015/2016,Indiana Pacers,Portland Trail Blazers,IND,POR,102,111,1.52,2.57,1.55,2.63,1.54,2.65
2016,28,Feb,11:00:00 PM,USA,NBA ,2015/2016,Orlando Magic,Philadelphia 76ers,ORL,PHI,130,116,1.13,6,1.16,6.16,1.15,5.75
2016,28,Feb,08:30:00 PM,USA,NBA ,2015/2016,Atlanta Hawks,Charlotte Hornets,ATL,CHA,87,76,1.51,2.59,1.62,2.46,1.55,2.6
2016,28,Feb,06:00:00 PM,USA,NBA ,2015/2016,Washington Wizards,Cleveland Cavaliers,WAS,CLE,113,99,2.92,1.41,2.86,1.48,2.9,1.43
2016,28,Feb,02:30:00 AM,USA,NBA ,2015/2016,Phoenix Suns,Memphis Grizzlies,PHX,MEM,111,106,3.22,1.35,3.31,1.38,3.2,1.37
2016,28,Feb,02:30:00 AM,USA,NBA ,2015/2016,Utah Jazz,Brooklyn Nets,UTA,BKN,96,98,1.11,6.9,1.13,7.22,1.12,6.5
2016,28,Feb,01:30:00 AM,USA,NBA ,2015/2016,Milwaukee Bucks,Detroit Pistons,MIL,DET,91,102,1.76,2.08,1.8,2.13,1.74,2.15
2016,28,Feb,01:30:00 AM,USA,NBA ,2015/2016,Oklahoma City Thunder,Golden State Warriors,OKC,GSW,118,121,2.16,1.7,2.15,1.79,2.4,1.62
2016,28,Feb,01:00:00 AM,USA,NBA ,2015/2016,Chicago Bulls,Portland Trail Blazers,CHI,POR,95,103,2.28,1.64,2.34,1.68,2.4,1.62
2016,28,Feb,01:00:00 AM,USA,NBA ,2015/2016,Houston Rockets,San Antonio Spurs,HOU,SAS,94,104,2.88,1.42,2.95,1.46,3,1.41
2016,28,Feb,12:00:00 AM,USA,NBA ,2015/2016,New Orleans Pelicans,Minnesota Timberwolves,NOP,MIN,110,112,1.48,2.68,1.51,2.75,1.5,2.7
2016,27,Feb,08:00:00 PM,USA,NBA ,2015/2016,Boston Celtics,Miami Heat,BOS,MIA,101,89,1.43,2.86,1.47,2.93,1.4,3.1
2016,27,Feb,03:30:00 AM,USA,NBA ,2015/2016,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM,95,112,2.53,1.53,2.59,1.56,2.55,1.57
2016,27,Feb,03:00:00 AM,USA,NBA ,2015/2016,Sacramento Kings,Los Angeles Clippers,SAC,LAC,107,117,2.1,1.75,2.15,1.79,2.1,1.76
2016,27,Feb,02:30:00 AM,USA,NBA ,2015/2016,Dallas Mavericks,Denver Nuggets,DAL,DEN,122,116,1.45,2.78,1.49,2.85,1.47,2.75
2016,27,Feb,01:00:00 AM,USA,NBA ,2015/2016,Atlanta Hawks,Chicago Bulls,ATL,CHI,103,88,1.35,3.22,1.4,3.22,1.37,3.2
2016,27,Feb,12:30:00 AM,USA,NBA ,2015/2016,New York Knicks,Orlando Magic,NYK,ORL,108,95,1.79,2.05,1.83,2.1,1.76,2.1
2016,27,Feb,12:30:00 AM,USA,NBA ,2015/2016,Toronto Raptors,Cleveland Cavaliers,TOR,CLE,99,97,2.01,1.81,2,1.91,2.05,1.8
2016,27,Feb,12:00:00 AM,USA,NBA ,2015/2016,Indiana Pacers,Charlotte Hornets,IND,CHA,95,96,1.63,2.31,1.67,2.36,1.64,2.35
2016,27,Feb,12:00:00 AM,USA,NBA ,2015/2016,Philadelphia 76ers,Washington Wizards,PHI,WAS,94,103,4,1.22,4.46,1.25,4.25,1.23
2016,26,Feb,03:30:00 AM,USA,NBA ,2015/2016,Portland Trail Blazers,Houston Rockets,POR,HOU,105,119,1.52,2.56,1.53,2.69,1.5,2.7
2016,26,Feb,03:30:00 AM,USA,NBA ,2015/2016,Utah Jazz,San Antonio Spurs,UTA,SAS,78,96,2.31,1.63,2.36,1.67,2.45,1.6
2016,26,Feb,02:00:00 AM,USA,NBA ,2015/2016,Phoenix Suns,Brooklyn Nets,PHX,BKN,106,116,2.06,1.77,2.11,1.81,2.05,1.8
2016,26,Feb,01:00:00 AM,USA,NBA ,2015/2016,New Orleans Pelicans,Oklahoma City Thunder,NOP,OKC,123,119,2.84,1.43,2.91,1.47,3,1.41
2016,26,Feb,12:30:00 AM,USA,NBA ,2015/2016,Boston Celtics,Milwaukee Bucks,BOS,MIL,112,107,1.24,4.05,1.27,4.18,1.22,4.5
2016,26,Feb,12:00:00 AM,USA,NBA ,2015/2016,Orlando Magic,Golden State Warriors,ORL,GSW,114,130,3.86,1.27,3.95,1.3,4,1.26
2016,25,Feb,03:30:00 AM,USA,NBA ,2015/2016,Los Angeles Clippers,Denver Nuggets,LAC,DEN,81,87,1.12,6.3,1.15,6.45,1.13,6.25
2016,25,Feb,03:30:00 AM,USA,NBA ,2015/2016,Sacramento Kings,San Antonio Spurs,SAC,SAS,92,108,3.6,1.29,3.44,1.36,3.3,1.35
2016,25,Feb,01:30:00 AM,USA,NBA ,2015/2016,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,103,116,2.59,1.51,2.65,1.55,2.65,1.54
2016,25,Feb,10:00:00 AM,USA,NBA ,2015/2016,Chicago Bulls,Washington Wizards,CHI,WAS,109,104,1.82,2,1.86,2.05,1.8,2.05
2016,25,Feb,01:00:00 AM,USA,NBA ,2015/2016,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,128,119,1.25,4,1.28,4.11,1.27,3.8
2016,25,Feb,12:30:00 AM,USA,NBA ,2015/2016,Detroit Pistons,Philadelphia 76ers,DET,PHI,111,91,1.12,6.5,1.14,6.69,1.11,7
2016,25,Feb,12:30:00 AM,USA,NBA ,2015/2016,Miami Heat,Golden State Warriors,MIA,GSW,112,118,4.25,1.21,4.58,1.24,4.25,1.23
2016,25,Feb,01:30:00 AM,USA,NBA ,2015/2016,Toronto Raptors,Minnesota Timberwolves,TOR,MIN,114,105,1.18,5,1.2,5.2,1.2,4.75
2016,25,Feb,12:00:00 AM,USA,NBA ,2015/2016,Cleveland Cavaliers,Charlotte Hornets,CLE,CHA,114,103,1.22,4.35,1.25,4.46,1.25,4.2
2016,25,Feb,12:00:00 AM,USA,NBA ,2015/2016,Indiana Pacers,New York Knicks,IND,NYK,108,105,1.25,4,1.28,4.11,1.27,3.8
2016,24,Feb,03:00:00 AM,USA,NBA ,2015/2016,Portland Trail Blazers,Brooklyn Nets,POR,BKN,112,104,1.09,7.5,1.12,7.71,1.11,7
2016,24,Feb,02:00:00 AM,USA,NBA ,2015/2016,Denver Nuggets,Sacramento Kings,DEN,SAC,110,114,1.77,2.06,1.81,2.11,1.8,2.05
2016,24,Feb,02:00:00 AM,USA,NBA ,2015/2016,Utah Jazz,Houston Rockets,UTA,HOU,117,114,1.47,2.74,1.53,2.69,1.52,2.67
2016,24,Feb,12:00:00 AM,USA,NBA ,2015/2016,Philadelphia 76ers,Orlando Magic,PHI,ORL,115,124,2.98,1.4,3.05,1.43,2.95,1.42
2016,24,Feb,12:00:00 AM,USA,NBA ,2015/2016,Washington Wizards,New Orleans Pelicans,WAS,NOP,109,89,1.51,2.6,1.54,2.66,1.54,2.65
2016,23,Feb,03:30:00 AM,USA,NBA ,2015/2016,Los Angeles Clippers,Phoenix Suns,LAC,PHX,124,84,1.02,26,1.02,23.77,1.02,17
2016,23,Feb,01:00:00 AM,USA,NBA ,2015/2016,Atlanta Hawks,Golden State Warriors,ATL,GSW,92,102,3.48,1.31,3.56,1.34,3.55,1.31
2016,23,Feb,01:00:00 AM,USA,NBA ,2015/2016,Milwaukee Bucks,Los Angeles Lakers,MIL,LAL,108,101,1.25,4,1.28,4.11,1.26,4
2016,23,Feb,01:00:00 AM,USA,NBA ,2015/2016,Minnesota Timberwolves,Boston Celtics,MIN,BOS,124,122,2.68,1.48,2.75,1.51,2.75,1.47
2016,23,Feb,12:30:00 AM,USA,NBA ,2015/2016,Miami Heat,Indiana Pacers,MIA,IND,101,93,1.86,1.95,1.88,2.02,1.86,1.95
2016,23,Feb,12:30:00 AM,USA,NBA ,2015/2016,New York Knicks,Toronto Raptors,NYK,TOR,95,122,2.45,1.56,2.51,1.6,2.6,1.55
2016,23,Feb,01:00:00 AM,USA,NBA ,2015/2016,Cleveland Cavaliers,Detroit Pistons,CLE,DET,88,96,1.21,4.45,1.18,5.56,1.23,4.25
2016,22,Feb,02:00:00 AM,USA,NBA ,2015/2016,Portland Trail Blazers,Utah Jazz,POR,UTA,115,111,1.62,2.31,1.66,2.37,1.6,2.45
2016,22,Feb,01:00:00 AM,USA,NBA ,2015/2016,Chicago Bulls,Los Angeles Lakers,CHI,LAL,126,115,1.28,3.7,1.3,3.92,1.31,3.6
2016,22,Feb,12:00:00 AM,USA,NBA ,2015/2016,Dallas Mavericks,Philadelphia 76ers,DAL,PHI,129,103,1.15,5.6,1.17,5.8,1.16,5.5
2016,21,Feb,11:00:00 PM,USA,NBA ,2015/2016,Brooklyn Nets,Charlotte Hornets,BKN,CHA,96,104,3.36,1.33,3.44,1.36,3.6,1.31
2016,21,Feb,11:00:00 PM,USA,NBA ,2015/2016,Orlando Magic,Indiana Pacers,ORL,IND,102,105,1.86,1.95,1.95,1.95,1.83,2
2016,21,Feb,11:00:00 PM,USA,NBA ,2015/2016,Toronto Raptors,Memphis Grizzlies,TOR,MEM,98,85,1.24,4.05,1.27,4.26,1.25,4.1
2016,21,Feb,10:00:00 PM,USA,NBA ,2015/2016,Denver Nuggets,Boston Celtics,DEN,BOS,101,121,2.31,1.62,2.34,1.68,2.35,1.64
2016,21,Feb,10:00:00 PM,USA,NBA ,2015/2016,Phoenix Suns,San Antonio Spurs,PHX,SAS,111,118,13,1.01,18.68,1.03,13,1.04
2016,21,Feb,08:30:00 PM,USA,NBA ,2015/2016,Detroit Pistons,New Orleans Pelicans,DET,NOP,106,111,1.45,2.77,1.53,2.69,1.47,2.75
2016,21,Feb,08:30:00 PM,USA,NBA ,2015/2016,Oklahoma City Thunder,Cleveland Cavaliers,OKC,CLE,92,115,1.64,2.27,1.68,2.33,1.64,2.35
2016,21,Feb,01:30:00 AM,USA,NBA ,2015/2016,Los Angeles Clippers,Golden State Warriors,LAC,GSW,112,115,2.65,1.49,2.66,1.54,2.7,1.5
2016,21,Feb,01:00:00 AM,USA,NBA ,2015/2016,Minnesota Timberwolves,New York Knicks,MIN,NYK,95,103,1.79,2.04,1.83,2.09,1.76,2.1
2016,21,Feb,12:30:00 AM,USA,NBA ,2015/2016,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,109,117,1.2,4.5,1.24,4.65,1.23,4.25
2016,21,Feb,03:30:00 AM,USA,NBA ,2015/2016,Miami Heat,Washington Wizards,MIA,WAS,114,94,1.83,1.99,1.87,2.04,1.8,2.05
2016,20,Feb,03:30:00 AM,USA,NBA ,2015/2016,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,113,119,7.2,1.1,7.38,1.13,7,1.11
2016,20,Feb,03:30:00 AM,USA,NBA ,2015/2016,Utah Jazz,Boston Celtics,UTA,BOS,111,93,1.93,1.88,1.97,1.93,1.95,1.86
2016,20,Feb,03:00:00 AM,USA,NBA ,2015/2016,Portland Trail Blazers,Golden State Warriors,POR,GSW,137,105,4.35,1.22,4.3,1.26,4.25,1.23
2016,20,Feb,03:00:00 AM,USA,NBA ,2015/2016,Sacramento Kings,Denver Nuggets,SAC,DEN,116,110,1.55,2.47,1.59,2.53,1.57,2.55
2016,20,Feb,02:30:00 AM,USA,NBA ,2015/2016,Phoenix Suns,Houston Rockets,PHX,HOU,100,116,3.9,1.26,4,1.29,4,1.26
2016,20,Feb,01:00:00 AM,USA,NBA ,2015/2016,Atlanta Hawks,Miami Heat,ATL,MIA,111,115,1.19,4.85,1.21,4.99,1.22,4.5
2016,20,Feb,01:00:00 AM,USA,NBA ,2015/2016,Chicago Bulls,Toronto Raptors,CHI,TOR,116,106,2.88,1.42,2.95,1.46,2.9,1.43
2016,20,Feb,01:00:00 AM,USA,NBA ,2015/2016,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN,109,104,1.53,2.53,1.56,2.59,1.54,2.65
2016,20,Feb,01:00:00 AM,USA,NBA ,2015/2016,Milwaukee Bucks,Charlotte Hornets,MIL,CHA,95,98,1.91,1.91,1.95,1.95,1.9,1.9
2016,20,Feb,01:00:00 AM,USA,NBA ,2015/2016,New Orleans Pelicans,Philadelphia 76ers,NOP,PHI,121,114,1.21,4.45,1.24,4.58,1.22,4.5
2016,20,Feb,01:00:00 AM,USA,NBA ,2015/2016,Oklahoma City Thunder,Indiana Pacers,OKC,IND,98,101,1.2,4.65,1.23,4.8,1.22,4.5
2016,20,Feb,12:30:00 AM,USA,NBA ,2015/2016,Brooklyn Nets,New York Knicks,BKN,NYK,109,98,2.28,1.64,2.34,1.68,2.35,1.64
2016,20,Feb,12:00:00 AM,USA,NBA ,2015/2016,Orlando Magic,Dallas Mavericks,ORL,DAL,110,104,1.91,1.91,1.95,1.95,1.9,1.9
2016,20,Feb,12:00:00 AM,USA,NBA ,2015/2016,Washington Wizards,Detroit Pistons,WAS,DET,98,86,1.86,1.95,1.91,2,1.86,1.95
2016,19,Feb,03:30:00 AM,USA,NBA ,2015/2016,Los Angeles Clippers,San Antonio Spurs,LAC,SAS,105,86,2.53,1.53,2.53,1.59,2.6,1.55
2016,19,Feb,01:00:00 AM,USA,NBA ,2015/2016,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,106,95,1.08,8,1.11,8.04,1.1,7.5
2016,19,Feb,12:00:00 AM,USA,NBA ,2015/2016,Washington Wizards,Utah Jazz,WAS,UTA,103,89,1.91,1.91,1.99,1.92,1.83,2
2016,15,Feb,01:00:00 AM,USA,NBA ,2015/2016,East,West,0,0,173,196,2.99,1.47,2.88,1.48,2.7,1.5
2016,13,Feb,02:00:00 AM,USA,NBA ,2015/2016,Team World,Team USA,0,0,154,157,,,,,3.15,1.38
2016,12,Feb,01:00:00 AM,USA,NBA ,2015/2016,Milwaukee Bucks,Washington Wizards,MIL,WAS,99,92,1.86,1.95,1.91,2,1.83,2
2016,12,Feb,01:00:00 AM,USA,NBA ,2015/2016,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP,121,95,1.08,7.8,1.11,8.04,1.1,7.25
2016,11,Feb,03:30:00 AM,USA,NBA ,2015/2016,Portland Trail Blazers,Houston Rockets,POR,HOU,116,103,1.52,2.56,1.56,2.62,1.54,2.65
2016,11,Feb,02:00:00 AM,USA,NBA ,2015/2016,Phoenix Suns,Golden State Warriors,PHX,GSW,104,112,18,1.01,18.68,1.03,16.5,1.02
2016,11,Feb,01:00:00 AM,USA,NBA ,2015/2016,Chicago Bulls,Atlanta Hawks,CHI,ATL,90,113,2.23,1.66,2.29,1.7,2.35,1.64
2016,11,Feb,01:00:00 AM,USA,NBA ,2015/2016,Cleveland Cavaliers,Los Angeles Lakers,CLE,LAL,120,111,1.01,17,1.03,17.65,1.03,15.5
2016,11,Feb,01:00:00 AM,USA,NBA ,2015/2016,Minnesota Timberwolves,Toronto Raptors,MIN,TOR,117,112,3.04,1.39,3.11,1.42,3.2,1.37
2016,11,Feb,01:00:00 AM,USA,NBA ,2015/2016,New Orleans Pelicans,Utah Jazz,NOP,UTA,100,96,1.66,2.23,1.7,2.29,1.66,2.3
2016,11,Feb,12:30:00 AM,USA,NBA ,2015/2016,Boston Celtics,Los Angeles Clippers,BOS,LAC,139,134,1.92,1.93,1.87,2.04,1.86,1.95
2016,11,Feb,12:30:00 AM,USA,NBA ,2015/2016,Brooklyn Nets,Memphis Grizzlies,BKN,MEM,90,109,2.31,1.62,2.37,1.66,2.45,1.6
2016,11,Feb,12:30:00 AM,USA,NBA ,2015/2016,Detroit Pistons,Denver Nuggets,DET,DEN,92,103,1.43,2.86,1.47,2.93,1.42,2.95
2016,11,Feb,12:00:00 AM,USA,NBA ,2015/2016,Indiana Pacers,Charlotte Hornets,IND,CHA,95,117,1.55,2.47,1.63,2.44,1.55,2.6
2016,11,Feb,12:00:00 AM,USA,NBA ,2015/2016,Orlando Magic,San Antonio Spurs,ORL,SAS,96,98,3.92,1.26,4.11,1.28,4,1.26
2016,11,Feb,12:00:00 AM,USA,NBA ,2015/2016,Philadelphia 76ers,Sacramento Kings,PHI,SAC,110,114,2.59,1.51,2.65,1.55,2.67,1.52
2016,10,Feb,03:30:00 AM,USA,NBA ,2015/2016,Golden State Warriors,Houston Rockets,GSW,HOU,123,110,1.03,13.5,1.05,14.73,1.04,13.5
2016,10,Feb,01:30:00 AM,USA,NBA ,2015/2016,Dallas Mavericks,Utah Jazz,DAL,UTA,119,121,1.81,2.02,1.85,2.07,1.83,2
2016,10,Feb,01:00:00 AM,USA,NBA ,2015/2016,Miami Heat,San Antonio Spurs,MIA,SAS,101,119,3.18,1.36,3.27,1.39,3.2,1.37
2016,10,Feb,01:00:00 AM,USA,NBA ,2015/2016,Milwaukee Bucks,Boston Celtics,MIL,BOS,112,111,2.47,1.55,2.53,1.59,2.5,1.58
2016,10,Feb,01:00:00 AM,USA,NBA ,2015/2016,New York Knicks,Washington Wizards,NYK,WAS,108,111,1.77,2.06,1.87,2.04,1.8,2.05
2016,9,Feb,02:00:00 AM,USA,NBA ,2015/2016,Phoenix Suns,Oklahoma City Thunder,PHX,OKC,106,122,9.6,1.06,10.44,1.08,9,1.07
2016,9,Feb,01:00:00 AM,USA,NBA ,2015/2016,Atlanta Hawks,Orlando Magic,ATL,ORL,110,117,1.22,4.3,1.25,4.42,1.22,4.5
2016,9,Feb,01:00:00 AM,USA,NBA ,2015/2016,Memphis Grizzlies,Portland Trail Blazers,MEM,POR,106,112,1.55,2.47,1.59,2.53,1.54,2.65
2016,9,Feb,01:00:00 AM,USA,NBA ,2015/2016,Minnesota Timberwolves,New Orleans Pelicans,MIN,NOP,102,116,1.79,2.04,1.83,2.09,1.8,2.05
2016,9,Feb,12:30:00 AM,USA,NBA ,2015/2016,Brooklyn Nets,Denver Nuggets,BKN,DEN,105,104,2.09,1.75,2.14,1.79,2.15,1.74
2016,9,Feb,12:30:00 AM,USA,NBA ,2015/2016,Detroit Pistons,Toronto Raptors,DET,TOR,89,103,2.02,1.81,2.07,1.85,2.1,1.76
