YY,DD,MM,Time,Country,League,Season,HomeTeam,AwayTeam,HomeCode,AwayCode,HomeScore,AwayScore,MatchbookHomeOdd,MatchbookAwayOdd,PinnacleHomeOdd,PinnacleAwayOdd,Bet365HomeOdd,Bet365AwayOdd
2018,4,Feb,08:00:00 PM,USA,NBA,2017/2018,Phoenix Suns,Charlotte Hornets,PHX,CHA,110,115,3.16,1.42,3.15,1.41,3.05,1.4
2018,4,Feb,07:00:00 PM,USA,NBA,2017/2018,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,104,108,1.21,5,1.21,5,1.2,4.75
2018,4,Feb,05:00:00 PM,USA,NBA,2017/2018,Boston Celtics,Portland Trail Blazers,BOS,POR,97,96,1.89,2.04,1.85,2.07,1.8,2.05
2018,4,Feb,05:00:00 PM,USA,NBA,2017/2018,Brooklyn Nets,Milwaukee Bucks,BKN,MIL,94,109,2.66,1.56,2.62,1.56,2.6,1.55
2018,4,Feb,05:00:00 PM,USA,NBA,2017/2018,New York Knicks,Atlanta Hawks,NYK,ATL,96,99,1.51,2.83,1.47,2.9,1.45,2.8
2018,4,Feb,05:00:00 PM,USA,NBA,2017/2018,Toronto Raptors,Memphis Grizzlies,TOR,MEM,101,86,1.12,7.8,1.11,8.04,1.1,7.5
2018,4,Feb,03:00:00 AM,USA,NBA,2017/2018,Sacramento Kings,Dallas Mavericks,SAC,DAL,99,106,2.63,1.56,2.66,1.54,2.65,1.54
2018,4,Feb,02:00:00 AM,USA,NBA,2017/2018,Denver Nuggets,Golden State Warriors,DEN,GSW,115,108,2.83,1.5,2.86,1.48,2.75,1.47
2018,4,Feb,02:00:00 AM,USA,NBA,2017/2018,Minnesota Timberwolves,New Orleans Pelicans,MIN,NOP,118,107,1.27,4.35,1.27,4.22,1.26,4
2018,4,Feb,02:00:00 AM,USA,NBA,2017/2018,San Antonio Spurs,Utah Jazz,SAS,UTA,111,120,1.47,2.95,1.46,2.95,1.44,2.85
2018,4,Feb,01:30:00 AM,USA,NBA,2017/2018,Cleveland Cavaliers,Houston Rockets,CLE,HOU,88,120,2.46,1.65,2.51,1.6,2.5,1.58
2018,4,Feb,12:00:00 AM,USA,NBA,2017/2018,Detroit Pistons,Miami Heat,DET,MIA,111,107,1.64,2.48,1.61,2.49,1.62,2.4
2018,4,Feb,12:00:00 AM,USA,NBA,2017/2018,Indiana Pacers,Philadelphia 76ers,IND,PHI,100,92,1.86,2.1,1.74,2.23,1.71,2.2
2018,4,Feb,12:00:00 AM,USA,NBA,2017/2018,Orlando Magic,Washington Wizards,ORL,WAS,98,115,2.51,1.61,2.47,1.61,2.45,1.6
2018,3,Feb,08:30:00 PM,USA,NBA,2017/2018,Los Angeles Clippers,Chicago Bulls,LAC,CHI,113,103,1.28,4.1,1.28,4.1,1.28,3.75
2018,3,Feb,03:30:00 AM,USA,NBA,2017/2018,Sacramento Kings,Golden State Warriors,SAC,GSW,104,119,8.8,1.11,8.67,1.1,8.5,1.08
2018,3,Feb,02:00:00 AM,USA,NBA,2017/2018,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP,100,114,1.49,2.86,1.44,3.01,1.41,3
2018,3,Feb,02:00:00 AM,USA,NBA,2017/2018,Phoenix Suns,Utah Jazz,PHX,UTA,97,129,3.06,1.44,3.09,1.43,2.95,1.42
2018,3,Feb,01:00:00 AM,USA,NBA,2017/2018,Milwaukee Bucks,New York Knicks,MIL,NYK,92,90,1.74,2.24,1.71,2.27,1.68,2.25
2018,3,Feb,01:00:00 AM,USA,NBA,2017/2018,Philadelphia 76ers,Miami Heat,PHI,MIA,103,97,1.59,2.54,1.59,2.53,1.55,2.6
2018,3,Feb,12:30:00 AM,USA,NBA,2017/2018,Boston Celtics,Atlanta Hawks,BOS,ATL,119,110,1.27,4.3,1.26,4.38,1.23,4.25
2018,3,Feb,12:30:00 AM,USA,NBA,2017/2018,Brooklyn Nets,Los Angeles Lakers,BKN,LAL,99,102,1.81,2.13,1.83,2.1,1.8,2.05
2018,3,Feb,12:30:00 AM,USA,NBA,2017/2018,Toronto Raptors,Portland Trail Blazers,TOR,POR,130,105,1.57,2.6,1.56,2.62,1.55,2.6
2018,3,Feb,12:00:00 AM,USA,NBA,2017/2018,Charlotte Hornets,Indiana Pacers,CHA,IND,133,126,1.65,2.4,1.65,2.39,1.64,2.35
2018,2,Feb,03:30:00 AM,USA,NBA,2017/2018,Denver Nuggets,Oklahoma City Thunder,DEN,OKC,127,124,2.01,1.92,2,1.91,2,1.83
2018,2,Feb,01:00:00 AM,USA,NBA,2017/2018,Minnesota Timberwolves,Milwaukee Bucks,MIN,MIL,108,89,1.48,2.9,1.48,2.88,1.44,2.85
2018,2,Feb,01:00:00 AM,USA,NBA,2017/2018,San Antonio Spurs,Houston Rockets,SAS,HOU,91,102,2.11,1.83,2,1.91,1.9,1.9
2018,2,Feb,12:00:00 AM,USA,NBA,2017/2018,Detroit Pistons,Memphis Grizzlies,DET,MEM,104,102,1.3,4,1.27,4.18,1.25,4.1
2018,2,Feb,12:00:00 AM,USA,NBA,2017/2018,Washington Wizards,Toronto Raptors,WAS,TOR,122,119,2.4,1.65,2.39,1.65,2.3,1.66
2018,1,Feb,03:30:00 AM,USA,NBA,2017/2018,Phoenix Suns,Dallas Mavericks,PHX,DAL,102,88,2.46,1.63,2.49,1.61,2.45,1.6
2018,1,Feb,03:00:00 AM,USA,NBA,2017/2018,Portland Trail Blazers,Chicago Bulls,POR,CHI,124,108,1.34,3.76,1.34,3.6,1.32,3.5
2018,1,Feb,01:00:00 AM,USA,NBA,2017/2018,Boston Celtics,New York Knicks,BOS,NYK,103,73,1.28,4.15,1.28,4.11,1.27,3.9
2018,1,Feb,12:30:00 AM,USA,NBA,2017/2018,Atlanta Hawks,Charlotte Hornets,ATL,CHA,110,123,2.19,1.78,2.21,1.75,2.2,1.71
2018,1,Feb,12:30:00 AM,USA,NBA,2017/2018,Brooklyn Nets,Philadelphia 76ers,BKN,PHI,116,108,3.5,1.36,3.48,1.36,3.45,1.32
2018,1,Feb,12:30:00 AM,USA,NBA,2017/2018,Cleveland Cavaliers,Miami Heat,CLE,MIA,91,89,1.85,2.08,1.87,2.04,1.8,2.05
2018,1,Feb,12:00:00 AM,USA,NBA,2017/2018,Indiana Pacers,Memphis Grizzlies,IND,MEM,105,101,1.36,3.5,1.38,3.35,1.34,3.35
2018,1,Feb,12:00:00 AM,USA,NBA,2017/2018,Orlando Magic,Los Angeles Lakers,ORL,LAL,127,105,2.26,1.73,2.16,1.78,2.15,1.74
2018,31,Jan,03:30:00 AM,USA,NBA,2017/2018,Los Angeles Clippers,Portland Trail Blazers,LAC,POR,96,104,2.3,1.74,1.7,2.29,2.15,1.74
2018,31,Jan,02:00:00 AM,USA,NBA,2017/2018,Utah Jazz,Golden State Warriors,UTA,GSW,129,99,3.88,1.31,3.64,1.33,3.7,1.29
2018,31,Jan,01:30:00 AM,USA,NBA,2017/2018,San Antonio Spurs,Denver Nuggets,SAS,DEN,106,104,1.37,3.44,1.38,3.35,1.35,3.3
2018,31,Jan,01:00:00 AM,USA,NBA,2017/2018,Detroit Pistons,Cleveland Cavaliers,DET,CLE,125,114,3.04,1.45,2.13,1.8,3.15,1.38
2018,31,Jan,01:00:00 AM,USA,NBA,2017/2018,Houston Rockets,Orlando Magic,HOU,ORL,114,107,1.11,8.8,1.11,8.04,1.1,7.25
2018,31,Jan,01:00:00 AM,USA,NBA,2017/2018,New Orleans Pelicans,Sacramento Kings,NOP,SAC,103,114,1.32,3.94,1.28,4.11,1.27,3.8
2018,31,Jan,12:30:00 AM,USA,NBA,2017/2018,New York Knicks,Brooklyn Nets,NYK,BKN,111,95,1.51,2.81,1.5,2.8,1.5,2.7
2018,31,Jan,12:30:00 AM,USA,NBA,2017/2018,Toronto Raptors,Minnesota Timberwolves,TOR,MIN,109,104,1.41,3.24,1.4,3.22,1.38,3.15
2018,31,Jan,12:00:00 AM,USA,NBA,2017/2018,Washington Wizards,Oklahoma City Thunder,WAS,OKC,102,96,2.34,1.68,2.37,1.66,2.3,1.66
2018,30,Jan,02:00:00 AM,USA,NBA,2017/2018,Denver Nuggets,Boston Celtics,DEN,BOS,110,111,1.85,1.95,1.81,2.11,1.8,2.05
2018,30,Jan,01:30:00 AM,USA,NBA,2017/2018,Dallas Mavericks,Miami Heat,DAL,MIA,88,95,2,1.8,2.09,1.83,2.05,1.8
2018,30,Jan,01:00:00 AM,USA,NBA,2017/2018,Memphis Grizzlies,Phoenix Suns,MEM,PHX,120,109,1.38,3.46,1.36,3.44,1.36,3.25
2018,30,Jan,01:00:00 AM,USA,NBA,2017/2018,Milwaukee Bucks,Philadelphia 76ers,MIL,PHI,107,95,1.64,2.53,1.61,2.49,1.6,2.45
2018,30,Jan,12:30:00 AM,USA,NBA,2017/2018,Atlanta Hawks,Minnesota Timberwolves,ATL,MIN,105,100,3,1.45,2.95,1.46,2.95,1.42
2018,30,Jan,12:00:00 AM,USA,NBA,2017/2018,Indiana Pacers,Charlotte Hornets,IND,CHA,105,96,1.68,2.34,1.67,2.35,1.66,2.3
2018,29,Jan,12:00:00 AM,USA,NBA,2017/2018,San Antonio Spurs,Sacramento Kings,SAS,SAC,113,98,1.17,6.2,1.16,6.05,1.15,5.75
2018,28,Jan,11:00:00 PM,USA,NBA,2017/2018,Cleveland Cavaliers,Detroit Pistons,CLE,DET,121,104,1.3,4,1.3,3.95,1.29,3.7
2018,28,Jan,11:00:00 PM,USA,NBA,2017/2018,Oklahoma City Thunder,Philadelphia 76ers,OKC,PHI,122,112,1.61,2.52,1.61,2.47,1.62,2.4
2018,28,Jan,11:00:00 PM,USA,NBA,2017/2018,Toronto Raptors,Los Angeles Lakers,TOR,LAL,123,111,1.22,5,1.21,4.99,1.19,5
2018,28,Jan,09:00:00 PM,USA,NBA,2017/2018,New Orleans Pelicans,Los Angeles Clippers,NOP,LAC,103,112,1.92,2.01,1.91,2,1.9,1.9
2018,28,Jan,08:30:00 PM,USA,NBA,2017/2018,Chicago Bulls,Milwaukee Bucks,CHI,MIL,96,110,2.15,1.8,2.12,1.81,2.05,1.8
2018,28,Jan,08:30:00 PM,USA,NBA,2017/2018,Houston Rockets,Phoenix Suns,HOU,PHX,113,102,1.08,10.5,1.08,10.16,1.07,9.5
2018,28,Jan,02:00:00 AM,USA,NBA,2017/2018,Denver Nuggets,Dallas Mavericks,DEN,DAL,91,89,1.31,3.88,1.31,3.85,1.27,3.8
2018,28,Jan,02:00:00 AM,USA,NBA,2017/2018,Minnesota Timberwolves,Brooklyn Nets,MIN,BKN,111,97,1.18,6.2,1.16,6.16,1.15,5.75
2018,28,Jan,01:30:00 AM,USA,NBA,2017/2018,Golden State Warriors,Boston Celtics,GSW,BOS,109,105,1.2,5.8,1.2,5.23,1.19,5
2018,28,Jan,12:30:00 AM,USA,NBA,2017/2018,Atlanta Hawks,Washington Wizards,ATL,WAS,104,129,3,1.45,2.99,1.45,2.9,1.43
2018,28,Jan,12:30:00 AM,USA,NBA,2017/2018,Miami Heat,Charlotte Hornets,MIA,CHA,95,91,1.56,2.63,1.56,2.62,1.55,2.6
2018,28,Jan,12:00:00 AM,USA,NBA,2017/2018,Indiana Pacers,Orlando Magic,IND,ORL,114,112,1.44,3.04,1.42,3.11,1.41,3
2018,27,Jan,10:00:00 PM,USA,NBA,2017/2018,Detroit Pistons,Oklahoma City Thunder,DET,OKC,108,121,2.45,1.63,2.46,1.62,2.4,1.62
2018,27,Jan,02:00:00 AM,USA,NBA,2017/2018,Phoenix Suns,New York Knicks,PHX,NYK,85,107,1.96,1.96,2.04,1.87,2.15,1.74
2018,27,Jan,01:30:00 AM,USA,NBA,2017/2018,Dallas Mavericks,Portland Trail Blazers,DAL,POR,93,107,2.1,1.84,2.07,1.85,2.05,1.8
2018,27,Jan,01:30:00 AM,USA,NBA,2017/2018,San Antonio Spurs,Philadelphia 76ers,SAS,PHI,78,97,1.63,2.46,1.62,2.46,1.62,2.4
2018,27,Jan,01:00:00 AM,USA,NBA,2017/2018,Chicago Bulls,Los Angeles Lakers,CHI,LAL,103,108,1.61,2.51,1.61,2.49,1.58,2.5
2018,27,Jan,01:00:00 AM,USA,NBA,2017/2018,Memphis Grizzlies,Los Angeles Clippers,MEM,LAC,100,109,2.4,1.65,2.31,1.69,2.3,1.66
2018,27,Jan,01:00:00 AM,USA,NBA,2017/2018,Milwaukee Bucks,Brooklyn Nets,MIL,BKN,116,91,1.4,3.24,1.4,3.22,1.4,3.1
2018,27,Jan,01:00:00 AM,USA,NBA,2017/2018,New Orleans Pelicans,Houston Rockets,NOP,HOU,115,113,2.4,1.65,2.33,1.68,2.35,1.64
2018,27,Jan,12:30:00 AM,USA,NBA,2017/2018,Cleveland Cavaliers,Indiana Pacers,CLE,IND,115,108,1.46,2.99,1.47,2.91,1.47,2.75
2018,27,Jan,12:30:00 AM,USA,NBA,2017/2018,Toronto Raptors,Utah Jazz,TOR,UTA,93,97,1.32,3.76,1.33,3.69,1.32,3.45
2018,27,Jan,12:00:00 AM,USA,NBA,2017/2018,Charlotte Hornets,Atlanta Hawks,CHA,ATL,121,110,1.41,3.26,1.39,3.27,1.38,3.15
2018,26,Jan,03:30:00 AM,USA,NBA,2017/2018,Golden State Warriors,Minnesota Timberwolves,GSW,MIN,126,113,1.14,7.1,1.13,7.38,1.1,7.25
2018,26,Jan,02:00:00 AM,USA,NBA,2017/2018,Denver Nuggets,New York Knicks,DEN,NYK,130,118,1.5,2.85,1.5,2.8,1.47,2.75
2018,26,Jan,01:00:00 AM,USA,NBA,2017/2018,Oklahoma City Thunder,Washington Wizards,OKC,WAS,121,112,1.45,2,1.47,2.91,1.47,2.75
2018,26,Jan,12:30:00 AM,USA,NBA,2017/2018,Miami Heat,Sacramento Kings,MIA,SAC,88,89,1.17,6.3,1.17,5.98,1.15,5.75
2018,25,Jan,03:30:00 AM,USA,NBA,2017/2018,Los Angeles Clippers,Boston Celtics,LAC,BOS,102,113,1.82,2.12,1.85,2.07,1.8,2.05
2018,25,Jan,03:00:00 AM,USA,NBA,2017/2018,Portland Trail Blazers,Minnesota Timberwolves,POR,MIN,123,114,1.81,2.13,1.79,2.15,1.74,2.15
2018,25,Jan,01:00:00 AM,USA,NBA,2017/2018,Dallas Mavericks,Houston Rockets,DAL,HOU,97,104,3.12,1.42,3.11,1.42,3,1.41
2018,25,Jan,01:00:00 AM,USA,NBA,2017/2018,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,85,108,2,1.93,1.93,1.97,1.86,1.95
2018,25,Jan,12:30:00 AM,USA,NBA,2017/2018,Atlanta Hawks,Toronto Raptors,ATL,TOR,93,108,3.12,1.43,3.1,1.43,3.05,1.4
2018,25,Jan,12:00:00 AM,USA,NBA,2017/2018,Charlotte Hornets,New Orleans Pelicans,CHA,NOP,96,101,1.81,2.14,1.83,2.1,1.76,2.1
2018,25,Jan,12:00:00 AM,USA,NBA,2017/2018,Detroit Pistons,Utah Jazz,DET,UTA,95,98,1.8,2.15,1.79,2.15,1.76,2.1
2018,25,Jan,12:00:00 AM,USA,NBA,2017/2018,Indiana Pacers,Phoenix Suns,IND,PHX,116,101,1.32,3.82,1.33,3.69,1.31,3.6
2018,25,Jan,12:00:00 AM,USA,NBA,2017/2018,Philadelphia 76ers,Chicago Bulls,PHI,CHI,115,101,1.5,2.85,1.49,2.82,1.47,2.75
2018,24,Jan,03:30:00 AM,USA,NBA,2017/2018,Golden State Warriors,New York Knicks,GSW,NYK,123,112,1.09,9.8,1.08,10.16,1.06,10
2018,24,Jan,03:30:00 AM,USA,NBA,2017/2018,Los Angeles Lakers,Boston Celtics,LAL,BOS,108,107,2.64,1.58,2.5,1.6,2.5,1.58
2018,24,Jan,01:00:00 AM,USA,NBA,2017/2018,Oklahoma City Thunder,Brooklyn Nets,OKC,BKN,109,108,1.21,5.4,1.2,5.23,1.19,5
2018,24,Jan,01:00:00 AM,USA,NBA,2017/2018,San Antonio Spurs,Cleveland Cavaliers,SAS,CLE,114,102,1.93,2.02,1.75,2.2,1.83,2
2018,24,Jan,12:00:00 AM,USA,NBA,2017/2018,Orlando Magic,Sacramento Kings,ORL,SAC,99,105,1.41,3.28,1.4,3.22,1.4,3.1
2018,23,Jan,03:30:00 AM,USA,NBA,2017/2018,Los Angeles Clippers,Minnesota Timberwolves,LAC,MIN,118,126,2.14,1.81,2.13,1.8,2.1,1.76
2018,23,Jan,02:00:00 AM,USA,NBA,2017/2018,Denver Nuggets,Portland Trail Blazers,DEN,POR,104,101,1.67,2.37,1.65,2.39,1.66,2.3
2018,23,Jan,01:30:00 AM,USA,NBA,2017/2018,Dallas Mavericks,Washington Wizards,DAL,WAS,98,75,2.13,1.81,2.12,1.81,2.05,1.8
2018,23,Jan,01:00:00 AM,USA,NBA,2017/2018,Houston Rockets,Miami Heat,HOU,MIA,99,90,1.21,5,1.21,5,1.19,5
2018,23,Jan,01:00:00 AM,USA,NBA,2017/2018,Memphis Grizzlies,Philadelphia 76ers,MEM,PHI,105,101,2.38,1.66,2.24,1.73,2.35,1.64
2018,23,Jan,01:00:00 AM,USA,NBA,2017/2018,Milwaukee Bucks,Phoenix Suns,MIL,PHX,109,105,1.56,2.63,1.53,2.71,1.5,2.7
2018,23,Jan,01:00:00 AM,USA,NBA,2017/2018,New Orleans Pelicans,Chicago Bulls,NOP,CHI,132,128,1.4,3.28,1.42,3.14,1.4,3.1
2018,23,Jan,12:30:00 AM,USA,NBA,2017/2018,Atlanta Hawks,Utah Jazz,ATL,UTA,104,90,2.19,1.78,2.23,1.74,2.2,1.71
2018,23,Jan,12:00:00 AM,USA,NBA,2017/2018,Charlotte Hornets,Sacramento Kings,CHA,SAC,112,107,1.19,5.6,1.19,5.5,1.18,5.25
2018,22,Jan,12:00:00 AM,USA,NBA,2017/2018,San Antonio Spurs,Indiana Pacers,SAS,IND,86,94,1.42,3.16,1.39,3.27,1.38,3.15
2018,21,Jan,09:00:00 PM,USA,NBA,2017/2018,Detroit Pistons,Brooklyn Nets,DET,BKN,100,101,1.42,3.16,1.4,3.22,1.4,3.1
2018,21,Jan,08:30:00 PM,USA,NBA,2017/2018,Los Angeles Lakers,New York Knicks,LAL,NYK,127,107,1.99,1.82,2,1.91,2,1.83
2018,21,Jan,06:00:00 PM,USA,NBA,2017/2018,Boston Celtics,Orlando Magic,BOS,ORL,95,103,1.18,5.8,1.17,5.8,1.16,5.5
2018,21,Jan,03:00:00 AM,USA,NBA,2017/2018,Portland Trail Blazers,Dallas Mavericks,POR,DAL,117,108,1.51,2.82,1.5,2.8,1.5,2.7
2018,21,Jan,02:00:00 AM,USA,NBA,2017/2018,Minnesota Timberwolves,Toronto Raptors,MIN,TOR,115,109,1.62,2.47,1.61,2.49,1.62,2.4
2018,21,Jan,02:00:00 AM,USA,NBA,2017/2018,Utah Jazz,Los Angeles Clippers,UTA,LAC,125,113,1.92,2.01,1.81,2.12,1.76,2.1
2018,21,Jan,01:30:00 AM,USA,NBA,2017/2018,Houston Rockets,Golden State Warriors,HOU,GSW,116,108,2.59,1.57,2.59,1.56,2.55,1.57
2018,21,Jan,12:30:00 AM,USA,NBA,2017/2018,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL,116,94,1.38,3.36,1.39,3.27,1.38,3.15
2018,21,Jan,12:00:00 AM,USA,NBA,2017/2018,Charlotte Hornets,Miami Heat,CHA,MIA,105,106,1.59,2.54,1.56,2.62,1.52,2.67
2018,21,Jan,12:00:00 AM,USA,NBA,2017/2018,New Orleans Pelicans,Memphis Grizzlies,NOP,MEM,111,104,1.27,4.3,1.27,4.26,1.25,4.2
2018,20,Jan,10:00:00 PM,USA,NBA,2017/2018,Atlanta Hawks,Chicago Bulls,ATL,CHI,97,113,1.81,2.14,1.83,2.1,1.8,2.05
2018,20,Jan,08:30:00 PM,USA,NBA,2017/2018,Cleveland Cavaliers,Oklahoma City Thunder,CLE,OKC,124,148,1.62,2.48,1.59,2.53,1.58,2.5
2018,20,Jan,03:30:00 AM,USA,NBA,2017/2018,Los Angeles Lakers,Indiana Pacers,LAL,IND,99,86,2.18,1.78,2.11,1.81,2.1,1.76
2018,20,Jan,03:30:00 AM,USA,NBA,2017/2018,Utah Jazz,New York Knicks,UTA,NYK,115,117,1.52,2.76,1.57,2.58,1.55,2.6
2018,20,Jan,02:00:00 AM,USA,NBA,2017/2018,Denver Nuggets,Phoenix Suns,DEN,PHX,100,108,1.27,4.2,1.25,4.46,1.25,4.2
2018,20,Jan,01:00:00 AM,USA,NBA,2017/2018,Detroit Pistons,Washington Wizards,DET,WAS,112,122,2.05,1.88,2.03,1.88,2,1.83
2018,20,Jan,01:00:00 AM,USA,NBA,2017/2018,Memphis Grizzlies,Sacramento Kings,MEM,SAC,106,88,1.52,2.82,1.49,2.84,1.45,2.8
2018,20,Jan,12:30:00 AM,USA,NBA,2017/2018,Brooklyn Nets,Miami Heat,BKN,MIA,101,95,2.38,1.67,2.42,1.64,2.35,1.64
2018,20,Jan,12:00:00 AM,USA,NBA,2017/2018,Toronto Raptors,San Antonio Spurs,TOR,SAS,86,83,1.47,2.95,1.45,3,1.44,2.85
2018,19,Jan,03:00:00 AM,USA,NBA,2017/2018,Portland Trail Blazers,Indiana Pacers,POR,IND,100,86,1.63,2.45,1.63,2.44,1.62,2.4
2018,19,Jan,02:30:00 AM,USA,NBA,2017/2018,Houston Rockets,Minnesota Timberwolves,HOU,MIN,116,98,1.53,2.72,1.49,2.84,1.47,2.75
2018,19,Jan,12:00:00 AM,USA,NBA,2017/2018,Boston Celtics,Philadelphia 76ers,BOS,PHI,80,89,1.56,2.66,1.56,2.62,1.55,2.6
2018,19,Jan,12:00:00 AM,USA,NBA,2017/2018,Cleveland Cavaliers,Orlando Magic,CLE,ORL,104,103,1.16,6.3,1.16,6.28,1.14,6
2018,18,Jan,03:30:00 AM,USA,NBA,2017/2018,Los Angeles Clippers,Denver Nuggets,LAC,DEN,109,104,1.71,2.3,1.7,2.29,1.68,2.25
2018,18,Jan,03:00:00 AM,USA,NBA,2017/2018,Sacramento Kings,Utah Jazz,SAC,UTA,105,120,2.58,1.61,2.53,1.59,2.5,1.58
2018,18,Jan,01:00:00 AM,USA,NBA,2017/2018,Chicago Bulls,Golden State Warriors,CHI,GSW,112,119,4.7,1.24,4.73,1.23,4.5,1.22
2018,18,Jan,01:00:00 AM,USA,NBA,2017/2018,Memphis Grizzlies,New York Knicks,MEM,NYK,105,99,1.85,2.13,1.81,2.11,1.76,2.1
2018,18,Jan,01:00:00 AM,USA,NBA,2017/2018,Milwaukee Bucks,Miami Heat,MIL,MIA,101,106,1.57,2.6,1.55,2.65,1.54,2.65
2018,18,Jan,01:00:00 AM,USA,NBA,2017/2018,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,114,90,1.22,4.95,1.21,4.99,1.2,4.75
2018,18,Jan,12:30:00 AM,USA,NBA,2017/2018,Atlanta Hawks,New Orleans Pelicans,ATL,NOP,94,93,2.04,1.81,2.15,1.79,2.2,1.71
2018,18,Jan,12:30:00 AM,USA,NBA,2017/2018,Brooklyn Nets,San Antonio Spurs,BKN,SAS,95,100,3.48,1.37,3.39,1.37,3.3,1.35
2018,18,Jan,12:30:00 AM,USA,NBA,2017/2018,Toronto Raptors,Detroit Pistons,TOR,DET,96,91,1.29,4.35,1.27,4.18,1.23,4.25
2018,18,Jan,12:00:00 AM,USA,NBA,2017/2018,Charlotte Hornets,Washington Wizards,CHA,WAS,133,109,1.87,2.1,1.81,2.11,1.83,2
2018,17,Jan,03:00:00 AM,USA,NBA,2017/2018,Portland Trail Blazers,Phoenix Suns,POR,PHX,118,111,1.21,5.1,1.2,5.16,1.19,5
2018,17,Jan,02:00:00 AM,USA,NBA,2017/2018,Denver Nuggets,Dallas Mavericks,DEN,DAL,105,102,1.47,2.94,1.45,2.99,1.43,2.9
2018,17,Jan,12:30:00 AM,USA,NBA,2017/2018,Boston Celtics,New Orleans Pelicans,BOS,NOP,113,116,1.57,2.6,1.56,2.59,1.45,2.8
2018,17,Jan,12:00:00 AM,USA,NBA,2017/2018,Orlando Magic,Minnesota Timberwolves,ORL,MIN,108,102,3.8,1.32,3.77,1.32,3.7,1.29
2018,16,Jan,03:30:00 AM,USA,NBA,2017/2018,Los Angeles Clippers,Houston Rockets,LAC,HOU,113,102,2.54,1.59,2.37,1.66,2.35,1.64
2018,16,Jan,02:00:00 AM,USA,NBA,2017/2018,Utah Jazz,Indiana Pacers,UTA,IND,94,109,1.58,2.56,1.56,2.6,1.55,2.6
2018,16,Jan,01:00:00 AM,USA,NBA,2017/2018,Cleveland Cavaliers,Golden State Warriors,CLE,GSW,108,118,2.74,1.52,2.71,1.53,2.7,1.5
2018,16,Jan,01:00:00 AM,USA,NBA,2017/2018,Oklahoma City Thunder,Sacramento Kings,OKC,SAC,95,88,1.14,7,1.14,6.94,1.12,6.5
2018,15,Jan,10:30:00 PM,USA,NBA,2017/2018,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,123,114,1.75,2.24,1.73,2.24,1.76,2.1
2018,15,Jan,08:30:00 PM,USA,NBA,2017/2018,Chicago Bulls,Miami Heat,CHI,MIA,119,111,1.92,2.01,1.95,1.95,1.86,1.95
2018,15,Jan,08:00:00 PM,USA,NBA,2017/2018,Atlanta Hawks,San Antonio Spurs,ATL,SAS,102,99,3.62,1.34,3.6,1.34,3.55,1.31
2018,15,Jan,08:00:00 PM,USA,NBA,2017/2018,Brooklyn Nets,New York Knicks,BKN,NYK,104,119,1.71,2.29,1.74,2.22,1.74,2.15
2018,15,Jan,07:00:00 PM,USA,NBA,2017/2018,Washington Wizards,Milwaukee Bucks,WAS,MIL,95,104,1.54,2.72,1.54,2.66,1.5,2.7
2018,15,Jan,06:00:00 PM,USA,NBA,2017/2018,Philadelphia 76ers,Toronto Raptors,PHI,TOR,117,111,2.1,1.84,2.04,1.87,2.05,1.8
2018,15,Jan,05:30:00 PM,USA,NBA,2017/2018,Detroit Pistons,Charlotte Hornets,DET,CHA,107,118,1.66,2.4,1.68,2.33,1.66,2.3
2018,15,Jan,02:00:00 AM,USA,NBA,2017/2018,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR,120,103,1.48,2.91,1.46,2.95,1.44,2.85
2018,15,Jan,01:00:00 AM,USA,NBA,2017/2018,Phoenix Suns,Indiana Pacers,PHX,IND,97,120,2.3,1.48,2.62,1.56,2.55,1.57
2018,14,Jan,08:30:00 PM,USA,NBA,2017/2018,New York Knicks,New Orleans Pelicans,NYK,NOP,118,123,2.11,1.83,2.1,1.83,2.05,1.8
2018,14,Jan,06:00:00 PM,USA,NBA,2017/2018,Miami Heat,Milwaukee Bucks,MIA,MIL,97,79,1.8,2.16,1.77,2.18,1.76,2.1
2018,14,Jan,01:30:00 AM,USA,NBA,2017/2018,San Antonio Spurs,Denver Nuggets,SAS,DEN,112,80,1.38,3.42,1.36,3.48,1.33,3.4
2018,14,Jan,01:00:00 AM,USA,NBA,2017/2018,Chicago Bulls,Detroit Pistons,CHI,DET,107,105,1.92,2.01,1.9,2.01,1.86,1.95
2018,14,Jan,12:30:00 AM,USA,NBA,2017/2018,Toronto Raptors,Golden State Warriors,TOR,GSW,125,127,2.51,1.61,2.62,1.56,2.6,1.55
2018,14,Jan,12:00:00 AM,USA,NBA,2017/2018,Washington Wizards,Brooklyn Nets,WAS,BKN,119,113,1.23,4.8,1.23,4.73,1.22,4.5
2018,13,Jan,10:00:00 PM,USA,NBA,2017/2018,Charlotte Hornets,Oklahoma City Thunder,CHA,OKC,91,101,2.1,1.84,2.09,1.83,2.05,1.8
