,id,location,scoreAway,scoreHome,scoreQuarters,season,statsAway.Ast,statsAway.Blk,statsAway.BlkAgainst,statsAway.DefReb,statsAway.Ejections,statsAway.Fg2PtAtt,statsAway.Fg2PtMade,statsAway.Fg2PtPct,statsAway.Fg3PtAtt,statsAway.Fg3PtMade,statsAway.Fg3PtPct,statsAway.FgAtt,statsAway.FgMade,statsAway.FgPct,statsAway.FoulFlag1,statsAway.FoulFlag1Drawn,statsAway.FoulFlag2,statsAway.FoulFlag2Drawn,statsAway.FoulPers,statsAway.FoulPersDrawn,statsAway.FoulTech,statsAway.FoulTechDrawn,statsAway.Fouls,statsAway.FoulsDrawn,statsAway.FtAtt,statsAway.FtMade,statsAway.FtPct,statsAway.Losses,statsAway.OffReb,statsAway.PlusMinus,statsAway.Pts,statsAway.PtsAgainst,statsAway.Reb,statsAway.Stl,statsAway.Tov,statsAway.WinPct,statsAway.Wins,statsHome.Ast,statsHome.Blk,statsHome.BlkAgainst,statsHome.DefReb,statsHome.Ejections,statsHome.Fg2PtAtt,statsHome.Fg2PtMade,statsHome.Fg2PtPct,statsHome.Fg3PtAtt,statsHome.Fg3PtMade,statsHome.Fg3PtPct,statsHome.FgAtt,statsHome.FgMade,statsHome.FgPct,statsHome.FoulFlag1,statsHome.FoulFlag1Drawn,statsHome.FoulFlag2,statsHome.FoulFlag2Drawn,statsHome.FoulPers,statsHome.FoulPersDrawn,statsHome.FoulTech,statsHome.FoulTechDrawn,statsHome.Fouls,statsHome.FoulsDrawn,statsHome.FtAtt,statsHome.FtMade,statsHome.FtPct,statsHome.Losses,statsHome.OffReb,statsHome.PlusMinus,statsHome.Pts,statsHome.PtsAgainst,statsHome.Reb,statsHome.Stl,statsHome.Tov,statsHome.WinPct,statsHome.Wins,teamAwayCode,teamHomeCode,time,time2,day,day2,MatchbookHomeOdd,MatchbookAwayOdd,PinnacleHomeOdd,PinnacleAwayOdd,Bet365HomeOdd,Bet365AwayOdd,gamesPlayedHome,gamesPlayedAway,totalGamesHome,totalWinsHome,homeGamesHome,homeWinsHome,awayGamesHome,awayWinsHome,percentageTotalWinHome,percentageHomeWinHome,percentageAwayWinHome,totalGamesAway,totalWinsAway,homeGamesAway,homeWinsAway,awayGamesAway,awayWinsAway,percentageTotalWinAway,percentageHomeWinAway,percentageAwayWinAway,lastGame1WinHome,lastGame1AtHomeHome,lastGame2WinHome,lastGame2AtHomeHome,lastGame3WinHome,lastGame3AtHomeHome,lastGame4WinHome,lastGame4AtHomeHome,lastGame5WinHome,lastGame5AtHomeHome,lastGame1WinAway,lastGame1AtHomeAway,lastGame2WinAway,lastGame2AtHomeAway,lastGame3WinAway,lastGame3AtHomeAway,lastGame4WinAway,lastGame4AtHomeAway,lastGame5WinAway,lastGame5AtHomeAway,statsHome.seasonTotalPossessions,statsHome.last5TotalPossessions,statsHome.seasonTotalPoints,statsHome.last5TotalPoints,statsHome.seasonOffensiveRating,statsHome.last5OffensiveRating,statsHome.seasonDefensiveRating,statsHome.last5DefensiveRating,statsAway.seasonTotalPossessions,statsAway.last5TotalPossessions,statsAway.seasonTotalPoints,statsAway.last5TotalPoints,statsAway.seasonOffensiveRating,statsAway.last5OffensiveRating,statsAway.seasonDefensiveRating,statsAway.last5DefensiveRating,homeWin
154,42229,The Palace of Auburn Hills,97,114,"[{'number': 1, 'scoreHome': 22, 'scoreAway': 30}, {'number': 2, 'scoreHome': 37, 'scoreAway': 22}, {'number': 3, 'scoreHome': 23, 'scoreAway': 23}, {'number': 4, 'scoreHome': 32, 'scoreAway': 22}]",2017,22,3,5,33,0,64,31,48.4,24,7,29.2,88,38,43.2,0,0,0,0,24,22,24,0,24,22,18,14,77.8,1,10,-17,97,114,44,8,15,0.000,0,25,5,3,43,0,56,31,55.4,27,12,44.4,83,43,51.8,0,0,0,0,22,24,22,0,24,24,25,16,64.0,0,15,17,114,97,59,3,15,1.000,1,IND,DET,2017-11-08 19:00:00,2017-11-09 19:00:00,20171108,20171109,1.38,3.44,1.37,3.41,1.34,3.35,41,42,40,20,24,15,16,5,0.5,0.625,0.312,42,23,22,14,20,9,0.548,0.636,0.45,True,True,True,True,False,False,True,False,True,True,True,True,False,False,True,True,False,True,True,False,3663.6,458.2,4235,555,115.6,121.13,111.97,110.0,3843.8,473.4,4505,545,117.2,115.12,114.39,115.34,True
155,42230,TD Garden,96,107,"[{'number': 1, 'scoreHome': 33, 'scoreAway': 16}, {'number': 2, 'scoreHome': 28, 'scoreAway': 36}, {'number': 3, 'scoreHome': 26, 'scoreAway': 29}, {'number': 4, 'scoreHome': 20, 'scoreAway': 15}]",2017,16,8,6,39,0,61,32,52.5,24,5,20.8,85,37,43.5,0,0,0,0,30,20,30,0,31,20,23,17,73.9,1,17,-11,96,107,56,8,21,0.000,0,20,6,8,37,0,69,31,44.9,29,7,24.1,98,38,38.8,0,0,0,0,20,30,20,0,21,30,31,24,77.4,0,28,11,107,96,65,8,13,1.000,1,LAL,BOS,2017-11-08 20:00:00,2017-11-09 20:00:00,20171108,20171109,1.28,4.2,1.28,4.11,1.25,4.1,43,40,42,27,22,12,20,15,0.643,0.545,0.75,37,18,19,11,18,7,0.486,0.579,0.389,False,False,False,False,True,True,False,False,True,True,True,False,True,False,True,True,False,False,True,True,3856.4,454.8,4283,510,111.06,112.14,111.19,108.84,3520.8,462.4,4098,521,116.39,112.67,111.85,105.32,True
156,42231,Talking Stick Resort Arena,126,115,"[{'number': 1, 'scoreHome': 27, 'scoreAway': 36}, {'number': 2, 'scoreHome': 27, 'scoreAway': 33}, {'number': 3, 'scoreHome': 32, 'scoreAway': 25}, {'number': 4, 'scoreHome': 29, 'scoreAway': 32}]",2017,21,4,2,45,0,51,31,60.8,30,12,40.0,81,43,53.1,0,0,0,0,25,29,25,0,25,29,35,28,80.0,0,14,11,126,115,60,5,14,1.000,1,20,2,4,30,0,59,28,47.5,29,12,41.4,88,40,45.4,0,0,0,0,29,25,29,0,29,25,30,23,76.7,1,9,-11,115,126,40,4,11,0.000,0,MIA,PHX,2017-11-08 21:00:00,2017-11-09 21:00:00,20171108,20171109,2.83,1.51,2.86,1.48,2.85,1.44,43,40,40,11,21,7,19,4,0.275,0.333,0.211,41,21,20,13,21,8,0.512,0.65,0.381,False,True,True,False,True,False,False,False,True,True,True,True,False,True,False,False,True,True,True,False,3744.0,482.8,4324,535,115.49,110.81,115.17,105.63,3718.0,458.6,4186,480,112.59,104.67,110.19,101.4,False
157,42232,Oracle Arena,101,125,"[{'number': 1, 'scoreHome': 22, 'scoreAway': 22}, {'number': 2, 'scoreHome': 29, 'scoreAway': 28}, {'number': 3, 'scoreHome': 44, 'scoreAway': 26}, {'number': 4, 'scoreHome': 30, 'scoreAway': 25}]",2017,21,0,9,35,0,68,33,48.5,24,5,20.8,92,38,41.3,0,0,0,0,14,23,14,0,14,23,27,20,74.1,1,18,-24,101,125,53,15,13,0.000,0,37,9,0,43,0,49,33,67.4,36,15,41.7,85,48,56.5,0,0,0,0,23,14,23,0,23,14,18,14,77.8,0,6,24,125,101,49,10,19,1.000,1,MIN,GSW,2017-11-08 22:30:00,2017-11-09 22:30:00,20171108,20171109,1.18,6.0,1.18,5.74,1.15,5.75,43,42,42,31,24,18,18,13,0.738,0.75,0.722,41,24,20,17,21,7,0.585,0.85,0.333,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,3998.6,476.4,4754,524,118.89,109.99,117.24,115.66,3759.2,473.6,4593,564,122.18,119.09,116.22,111.91,True
158,42233,Capital One Arena,95,111,"[{'number': 1, 'scoreHome': 37, 'scoreAway': 34}, {'number': 2, 'scoreHome': 32, 'scoreAway': 22}, {'number': 3, 'scoreHome': 22, 'scoreAway': 21}, {'number': 4, 'scoreHome': 20, 'scoreAway': 18}]",2017,17,4,4,31,0,63,28,44.4,23,3,13.0,86,31,36.0,0,0,0,0,19,31,19,0,20,31,41,30,73.2,1,25,-16,95,111,57,9,19,0.000,0,20,4,4,40,0,62,36,58.1,21,7,33.3,83,43,51.8,0,0,0,0,31,19,31,0,31,19,20,18,90.0,0,11,16,111,95,51,7,19,1.000,1,LAL,WAS,2017-11-09 19:00:00,2017-11-10 19:00:00,20171109,20171110,1.2,5.6,1.19,5.5,1.16,5.5,40,41,40,23,20,11,20,12,0.575,0.55,0.6,39,19,20,12,19,7,0.487,0.6,0.368,False,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,True,3745.6,466.4,4381,520,116.96,111.49,116.51,123.71,3723.0,486.8,4329,564,116.28,115.86,111.36,105.38,True
159,42234,Air Canada Center,118,122,"[{'number': 1, 'scoreHome': 34, 'scoreAway': 32}, {'number': 2, 'scoreHome': 32, 'scoreAway': 28}, {'number': 3, 'scoreHome': 26, 'scoreAway': 32}, {'number': 4, 'scoreHome': 30, 'scoreAway': 26}]",2017,31,4,4,38,0,51,31,60.8,31,13,41.9,82,44,53.7,0,0,0,0,20,24,20,0,21,24,25,17,68.0,1,7,-4,118,122,45,7,13,0.000,0,27,4,4,39,0,56,29,51.8,42,16,38.1,98,45,45.9,0,0,0,0,24,20,24,0,26,20,23,16,69.6,0,22,4,122,118,61,8,12,1.000,1,NOP,TOR,2017-11-09 19:30:00,2017-11-10 19:30:00,20171109,20171110,1.52,2.79,1.54,2.66,1.5,2.7,41,41,42,29,22,17,20,12,0.69,0.773,0.6,40,23,17,9,23,14,0.575,0.529,0.609,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,3933.8,453.2,4616,529,117.34,116.73,113.68,119.15,3923.8,487.0,4422,526,112.7,108.01,113.49,110.06,True
160,42235,Toyota Center,113,117,"[{'number': 1, 'scoreHome': 36, 'scoreAway': 25}, {'number': 2, 'scoreHome': 29, 'scoreAway': 42}, {'number': 3, 'scoreHome': 35, 'scoreAway': 26}, {'number': 4, 'scoreHome': 17, 'scoreAway': 20}]",2017,24,1,5,24,0,54,33,61.1,27,12,44.4,81,45,55.6,0,0,0,0,30,27,30,0,30,27,14,11,78.6,1,11,-4,113,117,35,9,19,0.000,0,21,5,1,28,0,31,20,64.5,46,16,34.8,77,36,46.8,0,0,0,0,27,30,27,0,28,30,36,29,80.6,0,24,4,117,113,52,11,22,1.000,1,CLE,HOU,2017-11-09 20:00:00,2017-11-10 20:00:00,20171109,20171110,1.5,2.86,1.5,2.8,1.47,2.75,41,42,39,29,17,13,22,16,0.744,0.765,0.727,40,19,19,11,21,8,0.475,0.579,0.381,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,3621.6,480.2,4224,538,116.63,112.04,117.24,119.12,3756.2,475.2,4432,591,117.99,124.37,117.81,124.37,True
161,42236,Sleep Train Arena,108,109,"[{'number': 1, 'scoreHome': 26, 'scoreAway': 26}, {'number': 2, 'scoreHome': 38, 'scoreAway': 31}, {'number': 3, 'scoreHome': 20, 'scoreAway': 24}, {'number': 4, 'scoreHome': 25, 'scoreAway': 27}]",2017,23,5,5,43,0,50,22,44.0,37,15,40.5,87,37,42.5,0,0,0,0,28,19,28,0,29,19,27,19,70.4,1,19,-1,108,109,62,6,17,0.000,0,29,5,5,39,0,66,28,42.4,27,12,44.4,93,40,43.0,0,0,0,0,19,28,19,0,19,28,28,17,60.7,0,20,1,109,108,60,6,9,1.000,1,PHI,SAC,2017-11-09 22:00:00,2017-11-10 22:00:00,20171109,20171110,3.26,1.42,3.14,1.42,3.2,1.37,41,40,40,10,19,4,21,6,0.25,0.211,0.286,37,22,18,13,19,9,0.595,0.722,0.474,True,False,True,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,3629.4,452.4,4156,499,114.51,110.3,113.49,102.56,3468.6,489.8,3975,548,114.6,111.88,109.73,110.86,True
162,42237,Pepsi Center,94,102,"[{'number': 1, 'scoreHome': 22, 'scoreAway': 28}, {'number': 2, 'scoreHome': 29, 'scoreAway': 25}, {'number': 3, 'scoreHome': 24, 'scoreAway': 22}, {'number': 4, 'scoreHome': 27, 'scoreAway': 19}]",2017,16,7,7,28,0,60,27,45.0,30,11,36.7,90,38,42.2,0,0,0,0,23,15,23,0,24,15,14,7,50.0,1,26,-8,94,102,54,15,16,0.000,0,27,7,7,33,0,55,29,52.7,27,9,33.3,82,38,46.3,0,0,0,0,15,23,15,0,17,23,22,17,77.3,0,21,8,102,94,54,7,19,1.000,1,OKL,DEN,2017-11-09 22:30:00,2017-11-10 22:30:00,20171109,20171110,,,,,,,42,42,41,23,24,17,17,6,0.561,0.708,0.353,44,26,23,15,21,11,0.591,0.652,0.524,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,True,True,3814.2,483.8,4495,555,117.85,114.72,113.55,115.75,3999.2,455.4,4685,503,117.15,110.45,115.55,104.52,True
163,42238,The Palace of Auburn Hills,104,111,"[{'number': 1, 'scoreHome': 26, 'scoreAway': 22}, {'number': 2, 'scoreHome': 31, 'scoreAway': 19}, {'number': 3, 'scoreHome': 19, 'scoreAway': 28}, {'number': 4, 'scoreHome': 35, 'scoreAway': 35}]",2017,28,7,5,34,0,65,36,55.4,24,8,33.3,89,44,49.4,0,0,0,0,21,18,21,0,21,18,11,8,72.7,1,13,-7,104,111,48,11,15,0.000,0,23,5,7,34,0,59,27,45.8,30,12,40.0,89,39,43.8,0,0,0,0,18,21,18,0,18,21,27,21,77.8,0,22,7,111,104,56,7,17,1.000,1,ATL,DET,2017-11-10 19:00:00,2017-11-11 19:00:00,20171110,20171111,1.29,4.1,1.29,4.01,1.27,3.9,42,43,41,21,25,16,16,5,0.512,0.64,0.312,44,14,22,10,22,4,0.318,0.455,0.182,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,True,True,3756.6,455.4,4349,547,115.77,120.11,111.78,109.79,4096.6,475.0,4698,536,114.68,112.84,112.56,113.89,True
164,42239,TD Garden,87,90,"[{'number': 1, 'scoreHome': 11, 'scoreAway': 26}, {'number': 2, 'scoreHome': 30, 'scoreAway': 31}, {'number': 3, 'scoreHome': 23, 'scoreAway': 19}, {'number': 4, 'scoreHome': 26, 'scoreAway': 11}]",2017,20,7,5,43,0,58,25,43.1,22,6,27.3,80,31,38.8,0,0,0,0,21,26,21,0,22,26,33,19,57.6,1,22,-3,87,90,65,5,14,0.000,0,15,5,7,41,0,53,21,39.6,31,9,29.0,84,30,35.7,0,0,0,0,26,21,26,0,27,21,25,21,84.0,0,15,3,90,87,56,6,13,1.000,1,CHA,BOS,2017-11-10 19:30:00,2017-11-11 19:30:00,20171110,20171111,1.59,2.57,1.57,2.58,1.55,2.6,44,42,43,28,23,13,20,15,0.651,0.565,0.75,39,20,19,12,20,8,0.513,0.632,0.4,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,3951.8,460.8,4390,509,111.09,110.46,110.94,107.86,3618.6,467.6,4211,563,116.37,120.4,113.41,113.99,True
165,42240,KeyBank Center,105,87,"[{'number': 1, 'scoreHome': 16, 'scoreAway': 27}, {'number': 2, 'scoreHome': 19, 'scoreAway': 18}, {'number': 3, 'scoreHome': 26, 'scoreAway': 35}, {'number': 4, 'scoreHome': 26, 'scoreAway': 25}]",2017,27,3,3,45,0,55,31,56.4,29,12,41.4,84,43,51.2,0,0,0,0,17,13,17,0,17,13,12,7,58.3,0,13,18,105,87,58,8,18,1.000,1,24,3,3,33,0,66,30,45.4,27,7,25.9,93,37,39.8,0,0,0,0,13,17,13,0,13,17,9,6,66.7,1,14,-18,87,105,47,10,12,0.000,0,IND,CHI,2017-11-10 20:00:00,2017-11-11 20:00:00,20171110,20171111,2.35,1.69,2.29,1.7,2.3,1.66,39,43,36,12,19,8,17,4,0.333,0.421,0.235,43,23,22,14,21,9,0.535,0.636,0.429,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,False,True,3419.0,452.6,3921,453,114.68,100.09,112.75,105.39,3936.8,476.4,4619,562,117.33,117.97,114.15,115.24,False
166,42241,Chesapeake Energy Arena,111,120,"[{'number': 1, 'scoreHome': 30, 'scoreAway': 31}, {'number': 2, 'scoreHome': 33, 'scoreAway': 24}, {'number': 3, 'scoreHome': 31, 'scoreAway': 31}, {'number': 4, 'scoreHome': 26, 'scoreAway': 25}]",2017,13,2,7,30,0,54,27,50.0,30,12,40.0,84,39,46.4,0,0,0,0,30,29,30,0,32,29,30,21,70.0,1,23,-9,111,120,55,4,18,0.000,0,23,7,2,28,0,52,29,55.8,26,11,42.3,78,40,51.3,0,0,0,0,29,30,29,0,32,30,40,29,72.5,0,17,9,120,111,48,8,12,1.000,1,LAC,OKL,2017-11-10 21:00:00,2017-11-11 21:00:00,20171110,20171111,,,,,,,43,40,43,24,20,12,23,12,0.558,0.6,0.522,38,23,21,12,17,11,0.605,0.571,0.647,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,3942.2,461.4,4597,512,116.61,110.97,115.42,107.5,3568.6,450.8,4126,525,115.62,116.46,115.34,124.22,True
167,42242,Vivint Smart Home Arena,84,74,"[{'number': 1, 'scoreHome': 22, 'scoreAway': 25}, {'number': 2, 'scoreHome': 27, 'scoreAway': 12}, {'number': 3, 'scoreHome': 8, 'scoreAway': 20}, {'number': 4, 'scoreHome': 17, 'scoreAway': 27}]",2017,10,6,7,43,0,52,20,38.5,25,10,40.0,77,30,39.0,0,0,0,0,20,20,20,0,20,20,18,14,77.8,0,13,10,84,74,57,9,20,1.000,1,12,7,6,37,0,53,20,37.7,21,5,23.8,74,25,33.8,0,0,0,0,20,20,20,0,20,20,22,19,86.4,1,9,-10,74,84,46,10,17,0.000,0,MIA,UTA,2017-11-10 21:00:00,2017-11-11 21:00:00,20171110,20171111,1.66,2.41,1.68,2.33,1.62,2.4,42,41,42,22,20,12,22,10,0.524,0.6,0.455,42,22,20,13,22,9,0.524,0.65,0.409,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,3850.6,468.2,4313,534,112.01,114.05,109.39,105.3,3820.0,463.0,4301,498,112.59,107.56,110.55,107.99,False
168,42243,Talking Stick Resort Arena,128,112,"[{'number': 1, 'scoreHome': 32, 'scoreAway': 36}, {'number': 2, 'scoreHome': 31, 'scoreAway': 28}, {'number': 3, 'scoreHome': 20, 'scoreAway': 33}, {'number': 4, 'scoreHome': 29, 'scoreAway': 31}]",2017,29,5,5,39,0,54,30,55.6,28,13,46.4,82,43,52.4,0,0,0,0,20,29,20,0,21,29,43,29,67.4,0,18,16,128,112,58,8,18,1.000,1,13,5,5,33,0,70,39,55.7,24,5,20.8,94,44,46.8,0,0,0,0,29,20,29,0,33,20,25,19,76.0,1,16,-16,112,128,51,8,15,0.000,0,ORL,PHX,2017-11-10 21:00:00,2017-11-11 21:00:00,20171110,20171111,2.45,1.64,2.34,1.68,2.4,1.62,44,42,41,11,22,7,19,4,0.268,0.318,0.211,38,13,19,8,19,5,0.342,0.421,0.263,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,3846.0,488.2,4439,553,115.42,113.27,115.39,112.25,3552.6,477.4,4116,483,115.86,101.17,114.31,107.25,False
169,42244,AT&T Center,94,87,"[{'number': 1, 'scoreHome': 27, 'scoreAway': 25}, {'number': 2, 'scoreHome': 20, 'scoreAway': 21}, {'number': 3, 'scoreHome': 23, 'scoreAway': 30}, {'number': 4, 'scoreHome': 17, 'scoreAway': 18}]",2017,27,7,6,38,0,71,36,50.7,18,5,27.8,89,41,46.1,0,0,0,0,13,15,13,0,13,15,14,7,50.0,0,20,7,94,87,58,10,13,1.000,1,23,6,7,35,0,51,25,49.0,29,9,31.0,80,34,42.5,0,0,0,0,15,13,15,0,15,13,11,10,90.9,1,9,-7,87,94,44,8,18,0.000,0,MIL,SAS,2017-11-10 21:00:00,2017-11-11 21:00:00,20171110,20171111,1.53,2.73,1.54,2.66,1.52,2.67,43,41,40,22,18,13,22,9,0.55,0.722,0.409,42,22,21,12,21,10,0.524,0.571,0.476,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,3643.6,460.8,4066,540,111.59,117.19,109.12,110.46,3852.6,454.4,4465,535,115.9,117.74,115.45,119.28,False
170,42245,Moda Center,101,97,"[{'number': 1, 'scoreHome': 28, 'scoreAway': 21}, {'number': 2, 'scoreHome': 24, 'scoreAway': 25}, {'number': 3, 'scoreHome': 18, 'scoreAway': 31}, {'number': 4, 'scoreHome': 27, 'scoreAway': 24}]",2017,25,4,4,41,0,53,27,50.9,38,12,31.6,91,39,42.9,0,0,0,0,13,17,13,0,14,17,19,11,57.9,0,15,4,101,97,56,7,10,1.000,1,17,4,4,45,0,72,32,44.4,23,8,34.8,95,40,42.1,0,0,0,0,17,13,17,0,17,13,11,9,81.8,1,16,-4,97,101,61,4,10,0.000,0,BRO,POR,2017-11-10 22:00:00,2017-11-11 22:00:00,20171110,20171111,,,,,,,41,43,41,25,20,14,21,11,0.61,0.7,0.524,43,12,23,8,20,4,0.279,0.348,0.2,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,3771.6,460.8,4324,512,114.65,111.11,113.93,111.33,4062.6,504.6,4674,549,115.05,108.8,113.52,103.45,False
171,42246,Capital One Arena,94,113,"[{'number': 1, 'scoreHome': 20, 'scoreAway': 19}, {'number': 2, 'scoreHome': 29, 'scoreAway': 23}, {'number': 3, 'scoreHome': 27, 'scoreAway': 25}, {'number': 4, 'scoreHome': 37, 'scoreAway': 27}]",2017,19,1,10,25,0,50,20,40.0,33,14,42.4,83,34,41.0,0,0,0,0,23,22,23,0,24,22,17,12,70.6,1,18,-19,94,113,43,11,24,0.000,0,22,10,1,36,0,54,35,64.8,24,7,29.2,78,42,53.8,0,0,0,0,22,23,22,0,22,23,28,22,78.6,0,17,19,113,94,53,14,23,1.000,1,ATL,WAS,2017-11-11 19:00:00,2017-11-12 19:00:00,20171111,20171112,1.17,6.2,1.16,6.2,1.14,6.0,41,44,41,24,21,12,20,12,0.585,0.571,0.6,45,14,22,10,23,4,0.311,0.455,0.174,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,True,False,False,True,True,3844.6,476.0,4492,548,116.84,115.13,115.98,118.07,4191.4,483.2,4809,556,114.73,115.07,112.49,115.69,True
172,42247,Smoothie King Center,103,111,"[{'number': 1, 'scoreHome': 31, 'scoreAway': 26}, {'number': 2, 'scoreHome': 32, 'scoreAway': 32}, {'number': 3, 'scoreHome': 25, 'scoreAway': 24}, {'number': 4, 'scoreHome': 23, 'scoreAway': 21}]",2017,16,1,4,29,0,60,25,41.7,26,10,38.5,86,35,40.7,0,0,0,0,24,19,24,0,26,19,27,23,85.2,1,11,-8,103,111,41,12,11,0.000,0,26,4,1,44,0,64,37,57.8,16,6,37.5,80,43,53.8,0,0,0,0,19,24,19,0,19,24,24,19,79.2,0,12,8,111,103,56,7,23,1.000,1,LAC,NOP,2017-11-11 19:00:00,2017-11-12 19:00:00,20171111,20171112,1.37,3.48,1.36,3.44,1.37,3.2,42,41,40,22,17,9,23,13,0.55,0.529,0.565,40,24,22,13,18,11,0.6,0.591,0.611,False,False,False,False,True,False,False,True,False,True,True,False,True,True,False,False,True,True,False,False,3912.4,487.8,4423,525,113.05,107.63,113.69,113.37,3750.2,453.6,4365,576,116.39,126.98,115.33,125.66,True
173,42248,Madison Square Garden,91,118,"[{'number': 1, 'scoreHome': 32, 'scoreAway': 23}, {'number': 2, 'scoreHome': 32, 'scoreAway': 26}, {'number': 3, 'scoreHome': 26, 'scoreAway': 17}, {'number': 4, 'scoreHome': 28, 'scoreAway': 25}]",2017,19,4,6,34,0,58,23,39.7,22,7,31.8,80,30,37.5,0,0,0,0,18,22,18,0,18,22,30,24,80.0,1,18,-27,91,118,52,6,13,0.000,0,29,6,4,38,0,63,35,55.6,27,12,44.4,90,47,52.2,0,0,0,0,22,18,22,0,23,18,15,12,80.0,0,12,27,118,91,50,6,11,1.000,1,SAC,NYK,2017-11-11 20:00:00,2017-11-12 20:00:00,20171111,20171112,1.5,2.87,1.49,2.84,1.47,2.75,43,42,42,14,16,7,26,7,0.333,0.438,0.269,42,12,21,5,21,7,0.286,0.238,0.333,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,3909.8,464.0,4554,555,116.48,119.61,111.69,116.16,3814.8,456.2,4356,525,114.19,115.08,114.19,101.27,True
174,42249,Toyota Center,96,111,"[{'number': 1, 'scoreHome': 33, 'scoreAway': 22}, {'number': 2, 'scoreHome': 29, 'scoreAway': 28}, {'number': 3, 'scoreHome': 31, 'scoreAway': 20}, {'number': 4, 'scoreHome': 18, 'scoreAway': 26}]",2017,23,5,4,37,0,59,32,54.2,20,6,30.0,79,38,48.1,0,0,0,0,20,19,20,0,20,19,18,14,77.8,1,9,-15,96,111,46,9,19,0.000,0,18,4,5,36,0,38,21,55.3,45,16,35.6,83,37,44.6,0,0,0,0,19,20,19,0,19,20,28,21,75.0,0,15,15,111,96,52,14,16,1.000,1,MEM,HOU,2017-11-11 20:00:00,2017-11-12 20:00:00,20171111,20171112,1.43,3.12,1.45,2.99,1.41,3.0,42,41,40,30,18,14,22,16,0.75,0.778,0.727,41,16,20,11,21,5,0.39,0.55,0.238,True,True,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,True,True,False,3711.0,483.4,4341,562,116.98,116.26,117.46,119.16,3669.2,454.0,4245,503,115.69,110.79,112.34,111.23,True
175,42250,BMO Bradley Harris Center,90,98,"[{'number': 1, 'scoreHome': 24, 'scoreAway': 17}, {'number': 2, 'scoreHome': 27, 'scoreAway': 32}, {'number': 3, 'scoreHome': 26, 'scoreAway': 18}, {'number': 4, 'scoreHome': 21, 'scoreAway': 23}]",2017,21,10,4,43,0,52,25,48.1,22,6,27.3,74,31,41.9,0,0,0,0,22,27,22,0,24,27,37,22,59.5,1,22,-8,90,98,66,7,21,0.000,0,16,4,10,35,0,63,29,46.0,23,6,26.1,86,35,40.7,0,0,0,0,27,22,27,0,27,22,26,22,84.6,0,12,8,98,90,47,11,11,1.000,1,LAL,MIL,2017-11-11 20:30:00,2017-11-12 20:30:00,20171111,20171112,1.46,2.98,1.45,2.99,1.45,2.8,42,42,39,21,19,11,20,10,0.538,0.579,0.5,40,19,20,12,20,7,0.475,0.6,0.35,True,False,True,False,False,False,True,False,False,True,True,True,True,False,True,True,True,False,True,False,3551.4,460.2,4110,552,115.73,119.95,115.39,122.34,3822.0,492.0,4440,562,116.17,114.23,110.96,101.22,True
176,42251,American Airlines Center,111,104,"[{'number': 1, 'scoreHome': 23, 'scoreAway': 29}, {'number': 2, 'scoreHome': 29, 'scoreAway': 20}, {'number': 3, 'scoreHome': 22, 'scoreAway': 34}, {'number': 4, 'scoreHome': 30, 'scoreAway': 28}]",2017,18,3,3,45,0,50,23,46.0,31,12,38.7,81,35,43.2,0,0,0,0,18,26,18,0,18,26,35,29,82.9,0,15,7,111,104,61,8,17,1.000,1,21,3,3,36,0,58,29,50.0,34,10,29.4,92,39,42.4,0,0,0,0,26,18,26,0,26,18,21,16,76.2,1,13,-7,104,111,49,7,10,0.000,0,CLE,DAL,2017-11-11 20:30:00,2017-11-12 20:30:00,20171111,20171112,2.96,1.47,2.86,1.48,2.85,1.44,44,43,43,13,20,7,23,6,0.302,0.35,0.261,41,19,19,11,22,8,0.463,0.579,0.364,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False,True,False,False,3922.0,465.2,4572,519,116.57,111.56,113.26,110.06,3845.6,468.2,4549,585,118.29,124.95,118.0,128.79,False
